company_id,company_name,company_type,company_url,location,telephone,product_description,about_company,product_types,all_product_services,link_prod_services,brands,link_all_brands,primary_company_type,additional_activities,key_personnel,social_media,other_locations,annual_revenue,year_founded,num_employees,url,keyword
995951,Petersen Products Co.,PathCOVID-19 Response,http://www.petersenproducts.com/,"Fredonia, WI 53021",tel://800-926-1926,"Woman-owned custom manufacturer of inflatable lifting air & hydraulic cylinders including rubber cylinders. Used to lift, pull & align tubes, pipes & transformers. Capabilities include metal working, woven & non-woven pattern cutting, sewing single & multiple stitches with Kevlar®, nylon & polyester thread, RF seam welding of polyurethane & high pressure swaging. Inflatable lifting cylinders are available with limited 90 day warranty from date of shipment.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of pipe plugs, packers, tunnel seals, drain, pipe and sewer flushers and pipeline testing equipment. Pipe plugs available for most size, pressure, chemical, and temperature requirements. High pressure Hot Tap Insertion plugs allow blocking a pipeline without shutting down or depressurizing the system. Pipeline test equipment includes leak detector pressure testers, manhole vacuum testers and accessories, pipeline joint testers, hydrostatic test pumps, stringers and ventilators, smoke testers and deflection gauges. Bladders, duct balloons, lifting bags, grout bags, hot tapping equipment & accessories are also available. Capabilities for custom products include fabrication with metal, Kevlar, nylon, polyester, urethane and many other woven and non woven materials.
Company Description by Petersen Products Co.
Our Mission: Contribute to the total wellbeing of individuals and society by employing and empowering highly capable people of integrity who are motivated to create solutions of considerable value especially for wastewater, tunneling, plumbing, and pipeline customers. 

Our Vision: To be seen as a responsive, beneficial, creative, and trusted solution provider.

Our Quality: Petersen is committed to providing customers with product and service solutions that conform to the ISO 9001 Standard with continuous quality improvement and meet customer, legal, and regulatory requirements. Our ambition is to provide superior craftsmanship with unmatched responsiveness to achieve the highest level of customer benefit and satisfaction.","['Cylinders: Hydraulic', 'Cylinders: Air', 'Cylinders: Rubber']","['Plugs and Stoppers', 'Bladders', 'Oil and Gas Field Equipment', 'Bags', 'Seals', 'Sleeves', 'Treatment Equipment', 'Adapters', 'Alarms', 'Arbors', 'Attachments', 'Augers', 'Balloons', 'Balls', 'Bits', 'Blowers', 'Bombs', 'Cages', 'Calibrators', 'Caps', 'Carriers', 'Cleaning Compounds and Chemicals', 'Cleaning Equipment', 'Containment Systems', 'Controls and Controllers', 'Corrosion Resistant Products']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=995951&search_position=26&product_family=155190,['Petersen'],,Custom Manufacturer,Manufacturer,"['Tom Muldoon, President', 'Maureen Wetor, Sales']","['https://www.linkedin.com/company/petersen-products/', 'https://www.twitter.com/PetersenPlugs', 'https://www.youtube.com/user/petersenproducts', 'https://www.facebook.com/pipeplug']",,$5 - 9.9 Mil,1916,10-49,https://www.thomasnet.com/profile/00995951/petersen-products-co.html?cid=995951&cov=NA&heading=21650809&searchpos=26&what=hydraulic+cylinders,hydraulic cylinders
379292,"Kinequip, Inc.",Distributor,https://www.kinequip.com/,"Buffalo, NY 14228",tel://800-982-8894,"Distributor of industrial hydraulic cylinders. Offers NFPA-compliant tie-rod and welded cylinders. Available in various light, medium, heavy, severe, and mill duty models. Same-day, FOB, and drop shipping are provided depending on orders.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of electrical, fluid power, automation, vacuum, and compressed air systems, equipment, and components. Products include air compressors, pumps, valves, motors, fittings, filters, sensors, and gauges. Also manufactures specialty vehicle cameras, cables, voltage and current meters, circuit breakers, and switches. Capabilities include air compressor training, maintenance, inspection, consultation, installation, repair, rental, and audit services. Laser cutting, engraving, and marking and 3D laser scanning and printing services are also available. Same-day, FOB, and drop shipping are provided depending on orders.
Company Description by Kinequip, Inc.
Welcome to Kinequip.com. We carry a full line of pneumatic products that are engineered to fit applications in every sector of the market.

All our products are engineered to fulfill your unique requirements. We have been distributing pneumatic products since 1946. The products that we carry range from airmotors, blowers, valves, compressors, fittings and couplers, instrumentation, and many more. Please feel free to use the product browser on the left to browse through our products. 

We have products from SMC Pneumatics Inc., Kaeser, Rietschle, Circle Seal Controls, Hoke, Bauer, Gast, WIKA, Aromat and many more.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Eaton\x99', 'Cylinders: Heavy Duty, Mill Type', 'Cylinders: Mill Type, Hydraulic', 'Cylinders: NFPA Standard', 'Cylinders: Pneumatic', 'Cylinders: Rodless', 'Cylinders: Sampling']","['Compressors', 'Adapters', 'Bushings', 'Caps', 'Connectors', 'Couplers and Couplings', 'Crosses', 'Elbows', 'Fittings', 'Nipples', 'Plugs and Stoppers', 'Tees', 'Unions', 'Wyes', 'Automation Systems', 'Blowers', 'Cylinders', 'Dryers', 'Maintenance and Repair Services', 'Process Machinery']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=379292&search_position=27&product_family=151847,"['Destaco', 'Eaton', 'Flairline', 'Greenco', 'Starcyl']",,Distributor,"Manufacturer, Custom Manufacturer, Manufacturers' Rep, Service Company, Finishing Service Company, Turnkey Systems Integrator",['Not Available'],,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=379292&bloc=NA&WTZO=copro+biz+det,Not Available,1946,10-49,https://www.thomasnet.com/branchloc.html?cid=379292&cov=NA&goto=%2Fprofile%2F00379292%2Fkinequip-inc.html&heading=21650809&searchpos=27&what=hydraulic+cylinders,hydraulic cylinders
10026277,Millerbernd Mfg. Co.,Custom Manufacturer,https://www.millerbernd.com/,"Winsted, MN 55395",tel://320-485-2111,"Custom manufacturer of cylinders made from aluminum, copper, stainless steel, carbon steel, iron, abrasion-resistant or steel plate, high-temperature alloy, perforated, sheet, precious and heat resistant metal materials. Features include flanging, high pressure, resistance to moisture, corrosion and rust. Serves the automotive, agricultural, automation, farming, construction, defense, energy, hydraulics, heavy equipment, military, mining, packaging, robotics, HVAC, power generation, transportation, oil and gas industries. Blanket orders are accepted. Emergency and rush services are provided. Meets ASME and ASTM standards. CE certified. RoHS compliant.","Company Description by Thomasnet
Manufacturer of standard and custom adapters, arms, transformer and screw-in bases, scroll braces, banner brackets, breakaway base couplings, finials, flag holders and decorative and lighting poles. Custom products such as welded and rolled cylinders, gear/pipe rings, floodlight and decorative traffic signal poles, base plates and carbon and self-weathering steel masts are also available. Meets AWS standards. FAA approved. Made in the USA.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Rolled & Welded', 'Cylinders: Abrasion Resistant', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Flanged', 'Cylinders: Forged', 'Cylinders: High Pressure', 'Cylinders: Iron']","['Steel', 'Rings', 'Cylinders', 'Welding Services', 'Adapters', 'Arms', 'Bases', 'Boring Services', 'Braces', 'Brackets', 'Couplers and Couplings', 'Drilling Services', 'Finials', 'Holders', 'Job Shop Services', 'Machining', 'Manufacturing Services', 'Masts', 'Milling Services', 'Park Equipment']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=10026277&search_position=28&product_family=160606,,,Custom Manufacturer,Manufacturer,['Not Available'],,,$50 - 99.9 Mil,1933,200-499,https://www.thomasnet.com/profile/10026277/millerbernd-mfg-co.html?cid=10026277&cov=NA&heading=21650809&searchpos=28&what=hydraulic+cylinders,hydraulic cylinders
72276,"HYSECO, Inc.",Custom Manufacturer,https://www.hyseco-hsc.com/index.html,"Houston, TX 77048",tel://800-991-4240,"Distributor and custom manufacturer of hydraulic tie-rod, mill grade, air, single and double acting telescopic, multi-stage and welded cylinders. 316 or 304 stainless steel, aluminum, bronze, carbon steel, brass and ductile iron materials used. Available in 1,500 to 3,000 psi pressure and in various configurations. Features vary depending upon model, including automatic air bleeder valves, bearings, set screws, heavy duty retainer rings, plunger stops, threaded head nuts and dual lip wipers. Multiple mounting and rod end options including ridged, trunnion, clevis, cross tubes, rod eye, spherical and threaded rod ends offered. Suitable for refuse truck, solid waste packer, stationery, mobile trash compactor, transfer and push-out trailer applications. Serves the oilfield, construction, mining, petrochemical and marine industries.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of hydraulic components including cylinders, hoses, gages, fittings, heat exchangers, reservoirs, valves and filters. Surplus merchandise products such as gear housings, shafts, springs, bearing spacers, pumps, thrust washers, motors, bearing carriers and shaft end covers provided. Capabilities include CNC machining, fabrication, milling, drilling, turning, counterboring, knurling, honing, forming and welding. Hydraulic pump and motor repair, design, prototyping, troubleshooting, preventative maintenance, oil field, inspection and plating secondary services are also offered. Serves the agricultural, architectural, petrochemical, marine, oilfield, military, truck and transportation industries.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Aluminum', 'Cylinders: Crane', 'Cylinders: Custom', 'Cylinders: Hydraulic Telescopic', 'Cylinders: Marine', 'Cylinders: Mill Type, Hydraulic', 'Cylinders: Multi-Stage']","['Machining', 'Fabrication Services', 'Power Units', 'Cylinders', 'Pumps', 'Maintenance and Repair Services', 'Air Filtration Equipment & Supplies', 'Automotive Parts', 'Bolts', 'Boring Services', 'Broaching Services', 'Carriers', 'Clamps', 'Controls and Controllers', 'Coolers', 'Couplers and Couplings', 'Covers', 'COVID-19 Response', 'Cutting Services', 'Drilling Services']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=72276&search_position=29&product_family=151461,"['Custom Hoists', 'Power Team', 'Yates']",,Custom Manufacturer,"Distributor, Manufacturer, Service Company",['Not Available'],,,$5 - 9.9 Mil,1972,10-49,https://www.thomasnet.com/profile/00072276/hyseco-inc.html?cid=72276&cov=NA&heading=21650809&searchpos=29&what=hydraulic+cylinders,hydraulic cylinders
449126,"Amalga Composites, Inc.",Custom Manufacturer,http://www.amalgacomposites.com,"Milwaukee, WI 53214",tel://800-394-9545,"Manufacturer of engineered filament-wound composite products. Products include pneumatic & hydraulic cylinder tubing, fiberglass & carbon fiber tubing, rollers, cores, driveshafts, food grade tubing, compression molding & electrical components. Full service machine shop is available. Diameters are up to 42 inch & lengths up to 30 feet.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Specializing in filament wound composite structures including tubing, cores, rollers, shafts, and pressure vessels. Types of tubing include pneumatic and hydraulic cylinder, fiberglass epoxy, reservoir quality translucent pressure, and electrical tubing. Circular, rectangular, hexagonal or elliptical cross section styles available. Compression and resin transfer molding services offered. Machining capabilities include beveling, drilling, milling, turning, and cutting. Also provides grinding services. Prototype and high volume production. Serves automotive, aeronautics, medical, military, ocean research, and oil industries.
Company Description by Amalga Composites, Inc.
Amalga Composites, Inc. is a leader in the design and manufacturing of engineered filament-wound products, resin transfer and compression molded products and machining of composite components since 1966. Doctoral-level engineering provides the design expertise to meet the toughest requirements and also to offer immediate technical customer support from prototype through production. ACI can manufacture diameters up to 42 inch and lengths up to 30 feet. ACI has a full service machine shop.

Our products include Black Amalgon cylinder tubing, custom engineered products, military composite products, fiberglass epoxy tubing, reservoir quality tubing, rollers, cores, resin transfer molded products and compression molded products.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Air-Draulic', 'Cylinders: Aluminum', 'Cylinders: Gas', 'Cylinders: Glass', 'Cylinders: Pressure', 'Cylinders: Stainless Steel']","['Tubes', 'Fiberglass Reinforced Plastic (FRP)', 'Composites', 'Molding Services', 'Accumulators', 'Actuators', 'Aircraft Parts', 'Antennas', 'Arresters', 'Automotive Parts', 'Balls', 'Beveling Services', 'Booms', 'Bushings', 'Containers', 'Conveyors', 'Cores', 'COVID-19 Response', 'Cutting Services', 'Cylinders']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=449126&search_position=30&product_family=152336,"['Black Amalgon', 'Food Grade Amalgon']",,Custom Manufacturer,"Manufacturer, Finishing Service Company",['Not Available'],"['https://www.linkedin.com/company/440231?trk=tyah', 'https://www.twitter.com/amalgacomposite', 'https://www.facebook.com/243162802395801']",,$5 - 9.9 Mil,1966,50-99,https://www.thomasnet.com/profile/00449126/amalga-composites-inc.html?cid=449126&cov=NA&heading=21650809&searchpos=30&what=hydraulic+cylinders,hydraulic cylinders
1166338,M & M Hydraulic Co.,Service Company,https://www.mmhydraulic.com,"Roseville, MN 55113",tel://800-373-1417,"Custom manufacturer of hydraulic cylinders. Capable of honing hydraulic cylinders up to 21 in. bore and 20 ft. stroke. Repair services for hydraulic cylinders are available. Also performs individual machining jobs and prototyping and as well as large welding and fabrication for a variety of hydraulic applications. Field services to assist in troubleshooting hydraulic systems are offered.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Custom manufacturer of hydraulic cylinders, hose, tubing, hydraulic power units and hydraulic equipment. Capable of honing hydraulic cylinders up to 21 in. bore and 20 ft. stroke. Hydraulic cylinders, jack, pump, motor and valve repair services are available. Also performs individual machining jobs and prototyping and as well as large welding and fabrication for a variety of hydraulic applications. Field services to assist in troubleshooting hydraulic systems offered. Additional services such as fabricating, inspection, large welding, maintenance department consulting, testing, training and troubleshooting provided. Serves the aerospace, construction, electrical, military, medical, textile and plumbing industries.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Air Tandem', 'Cylinders: Air, Double Acting, Air Operated', 'Cylinders: Air, Heavy Duty Mill Type', 'Cylinders: Air-Draulic', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Heavy Duty, Mill Type']","['Maintenance and Repair Services', 'Testing Services', 'Cylinders', 'Fabrication Services', 'Hose', 'Hydraulic Equipment', 'Job Shop Services', 'Machining', 'Power Units', 'Prototyping Services', 'Tubes', 'Welding Services']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=1166338&search_position=31&product_family=161669,,,Service Company,"Distributor, Manufacturer, Custom Manufacturer, Finishing Service Company","['Mac Minogue, Service Manager', 'Scott Ullom, Sales Manager']",,,Under $1 Mil,1975,1-9,https://www.thomasnet.com/profile/01166338/m-m-hydraulic-co.html?cid=1166338&cov=NA&heading=21650809&searchpos=31&what=hydraulic+cylinders,hydraulic cylinders
918285,Harris,Manufacturer,https://harrisequip.com/,"Cordele, GA 31015",tel://800-468-5657,"Manufacturer of puplers, scrap cutting and chopping machinery including shears. Intended to process auto scrap, still mill scrap, pipes and plates and heavy metal. Heavy duty cylinders suitable for scrap yards.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of material reduction equipment including shears, balers, shredders, baler/loggers, loggers and crushers. Line of products include two ram balers, horizontal open end and closed door balers, vertical balers, pre-compaction transfer station compactors for waste, balers and a full line of scrap processing equipment. Products are for use in materials recovery facilities, for waste paper recycling, scrap paper handling for printers, converters and other scrap generators; ferrous and non-ferrous scrap metal and municipal solid waste processing plants. Inventory of used equipment & parts. Engineering, design, machining & fabrication services available as well as retrofits. Processes available for paper stock, secondary fibers, solid waste, aluminum UBC, aluminum siding/sheet, steel, non-ferrous metals, PET, HDPE, corrugated, PET, ONP, polystyrene, automobiles, & copper wire.
Company Description by Harris
In Business for over 130 years, Harris has maintained its position as the industry leader by paying attention to its customer's needs. Harris is a world class leader in the manufacturing of ferrous processing equipment: shears balers and shredders. We offer the TransPak solid waste system for MRF's, transfer stations, and other disposal facilities. Our vertical, horizontal and 2-ram balers process recovered papers, paperboard, plastics, solid waste and light ferrous and non ferrous metals. Harris supplies the right equipment for your application.

Through a careful mix of innovation seasoned by experience, Harris' engineering group continues to provide our customers with cutting edge technology to meet their processing requirements with safe, cost effective equipment.

Manufactured at one of our two state of the art facilities, the equipment we supply our customers are supported by a well-trained world wide distribution organization, reinforced by a large staff of factory technicians.

Large More... parts inventories at both distributor sites and the manufacturing plants assure our customers of prompt availability of replacement parts when needed.

 Harris' line of products includes, HRB, Gorilla, Grizzly, Badger, and Wolverine two ram balers, Harris horizontal open end and closed door balers, Vertical balers, TRANSPAK PreLoad transfer station compactors for waste, HP baler, and our full line of scrap processing equipment including BSH, ABS, GS shears, TG and TGS balers, HS series metal shredders and the new Harris PBL; portable logger baler.

 Industries where our products are used include but are not limited to MRF's, waste paper recycling; scrap paper handling for printers, converters, and other scrap generators; scrap metal both ferrous and on ferrous; and municipal solid waste processing. Less",['Cylinders: Hydraulic'],"['Recycling Machinery', 'Balers', 'Shredders', 'Compactors', 'Handling Equipment', 'Shears', 'Briquetters', 'Choppers', 'Compressors', 'Consulting Services', 'Crushers', 'Cutters and Cutting Machinery', 'Cylinders', 'Hydraulic Equipment', 'Logging Equipment', 'Machinery', 'Management Systems', 'Presses', 'Process Machinery', 'Rams', 'Transfers']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=918285&search_position=32&product_family=156939,"['ABS', 'Badger', 'BSH', 'Ecotecnica', 'Gorilla', 'GRIZZLY', 'GS', 'Harris', 'HRB', 'TG', 'TGS', 'TransPak', 'Wolverine']",,Manufacturer,Remanufacturer,"['Greg King, President', 'Jeff Ham, Director of Sales', 'Scott Holder, Director of Western Sales', 'Forrest Wildes, Director of Special Projects', 'Blake Brown, Regional Sales Manager', 'View All']",['http://www.harrisequip.com/company/blog/'],https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=918285&bloc=NA&WTZO=copro+biz+det,Not Available,Not Available,Not Available,https://www.thomasnet.com/branchloc.html?cid=918285&cov=NA&goto=%2Fprofile%2F00918285%2Fharris.html&heading=21650809&searchpos=32&what=hydraulic+cylinders,hydraulic cylinders
10078881,"EAS Mold & Die Change Systems, Inc.",Manufacturer,https://easchangesystems.com/,"Greenville, SC 29605",tel://864-603-3386,"Manufacturer of single acting hydraulic pull clamp cylinders for die back plates and straight and non-fat surfaces. Available in 8 to 12 mm clamping stroke, 5,000 psi operating pressure and 5 to 200 degrees C operating temperature. Features vary depending upon model, including heavy duty, parking stations, inductive sensors and mold attachments.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of standard and custom clamping, mold and die handling systems and couplings. Injection units, rotators, mold tilters, die splitters, pre-rollers, transporters, mold change cars and lifters are also offered. Serves the plastic injection molding and metal stamping industries.
Company Description by EAS Mold & Die Change Systems, Inc.
EAS, formerly a division of Enerpac, designs, manufactures and sells quick mould change (QMC), quick die change (QDC) systems and mono- and multi-couplers.

These solutions improve the machine productivity and reduce unproductive downtimes, increase flexibility and safety, and reduce inventory costs dramatically, resulting in a lower manufacturing cost for you. EAS is located in the Netherlands and in the USA and has a global sales network.

Our objective is to reduce your manufacturing cost and with our partner to make you aware of your cost-saving potentials.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Clamping']","['Handling Equipment', 'Clamps', 'Clamping Systems', 'Lifters', 'Changers', 'Couplers and Couplings', 'Cylinders', 'Pumps', 'Rolls and Rollers', 'Rotators', 'Tables', 'Tilters', 'Transporters', 'Trucks and Carts']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=10078881&search_position=33&product_family=164336,,,Manufacturer,Custom Manufacturer,"['Vincent Nijzink, CEO', 'Cliff Drake, Sales Manager', 'Aaron Lael, Sales Representative', 'Andrew Lockhart, Sales Representative']",,,$1 - 4.9 Mil,2001,1-9,https://www.thomasnet.com/profile/10078881/eas-mold-die-change-systems-inc.html?cid=10078881&cov=NA&heading=21650809&searchpos=33&what=hydraulic+cylinders,hydraulic cylinders
455566,Carlson Tool & Manufacturing Corp.,Custom Manufacturer,https://carlsontool.com/,"Cedarburg, WI 53012",tel://800-532-2252,"Gun Drilling, Boring, Trepanning, Molds","Company Description by Thomasnet
ISO certified custom manufacturer providing engineering, tooling, drilling, and machining services. Services available include tool design & engineering, tool manufacturing, tool tryout & validation, tool service and repair, EDM, CNC machining, horizontal and vertical machining, four-axis and five-axis machining, turning, milling, deep hole drilling, gun drilling, honing, boring, parting/cutting, straight turning, contour turning, form turning, taper turning, facing, and internal/external threading. Alloy steels, aluminum, brass, bronze, carbon steel, cast iron, copper, Hastelloy, Inconel, molybdenum, Monel, nickel alloys, stainless steel, titanium, tool steel, sterling silver and bronze. Nylon, acetal, polycarbonate, polystyrene, acrylic, carbon fiber, PTFE, ABS and PVC plastic materials are handled. Tools such as plastic molds, battery/grid molds and cast metals tooling can be fabricated. Markets served include: Automotive, agricultural, military/defense, medical, railroad, food processing, marine, construction equipment, energy, mining, metals, recreation vehicles, aerospace, oil/gas, paper/plastics and more.
Company Description by Carlson Tool & Manufacturing Corp.
Since 1958, Carlson Tool & Manufacturing has grown from a simple tool and die company to the largest tooling, drilling and machining facility of its kind in North America

Carlson is an ISO certified company serving customers with engineering, tooling, drilling, and machining services. Located in Cedarburg, Wisconsin, we support your growth by providing the services you depend on for enhanced profitability and market agility. At Carlson, our goal is to act as an extension of your team and be as valuable as your top employees. If growth is your goal, count on Carlson to help you achieve it.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: High Pressure']","['Machining', 'Milling Services', 'Inspection Services', 'Molds', 'Tooling', 'Drilling Services', 'Boring Services', 'Engineering Services', 'Honing Services', 'Maintenance and Repair Services', 'Turning Services', 'Additive Manufacturing Services', 'Aircraft Parts', 'Aluminum', 'Analytical Services', 'Casting Services', 'Collars', 'Cutting Services', 'Cylinders', 'Dies', 'Feedscrews', 'Grinding Services', 'Manifolds', 'Manufacturing Services', 'Measuring Services', 'Modeling Services']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=455566&search_position=34&product_family=151461,,,Custom Manufacturer,"Manufacturer, Service Company, Finishing Service Company",['Not Available'],"['https://www.linkedin.com/company/282939', 'https://www.youtube.com/channel/UCaCh4IbOH0K4MSSFMlCaNfw', 'https://www.facebook.com/Carlson-Tool-Manufacturing-Corp-315200681930452']",,$10 - 24.9 Mil,1958,100-199,https://www.thomasnet.com/profile/00455566/carlson-tool-manufacturing-corp.html?cid=455566&cov=NA&heading=21650809&searchpos=34&what=hydraulic+cylinders,hydraulic cylinders
435100,"Star Hydraulics, LLC",Manufacturer,https://www.starhyd.com/index.html,"River Grove, IL 60171-1501",tel://708-453-3238,"ISO 9001:2008 certified manufacturer of standard and custom hydraulic cylinders. Air-oil, double and single acting, hydro-pneumatic, multiple bore, non-rotating, smooth body, spring advance, tie-rod and welded cylinders are available. Offered in working pressure up to 15000 psi and tolerances of +/- 0.002 in. Materials used include steel, brass, aluminum, cast iron, cast steel, bronze and stainless steel. Features include adjustable stroke, corrosion proof and Hall effect and reed switch sensors. Aerospace, automotive/transportation, construction, electrical, food processing, marine, medical, mining, oil/gas/petroleum, railroad and steel industries are served. Meets ASME, ASTM, AWS and DNV standards. Meet Military Specs. RoHS compliant. 24-hour and JIT delivery services on standard products are available. Made in the USA.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
ISO 9001 certified manufacturer of hydraulic cylinders, jacks & pumps including hand & foot operated pumps for pressures up to 20,000 psi. Standard and custom single or double acting manual hydraulic pumps. Custom welded cylinders to 14"" bore and 48"" stroke. Reservoirs, hand and foot operated long stroke jacks, parking meter post straighteners, & repair kits. Parts are generally carbon steel or aluminum but are available in stainless steel. Market applications include oil and gas pipelines, oil drilling rigs, material handling equipment, railroad machinery, military, aircraft support, transportation and manufacturing. In-house capability to preheat & slow cool welds as applicable for welding special alloys. Other capabilities include CNC lathes, milling & robotic welding. Applications include use in industrial plants, construction sites & remote locations for on-the-spot manual hydraulic power where emergency standby power is needed.
Company Description by Star Hydraulics, LLC
Star Hydraulics, Inc. celebrated it's 50'th anniversary in 1997. During the time that Star has been doing business, we have established ourselves as a leader in the manual hydraulic pump field offering the most complete range of standard hand and foot pumps. In addition Star offers long stroke jacks, reservoirs, parking meter post straighteners, 4-way valves, special manual pumps, and custom designed special hydraulic and pneumatic cylinders.

 Our modern 30,000 square foot manufacturing facility is conveniently located in River Grove, Illinois just minutes from all forms of transportation, including Chicago's O'Hare airport. Our shop is well equipped with CNC lathes, milling and machining centers as well as conventional engine lathes with swings up to sixty inches available for larger components, long tubes and rods. Bore mills, turret, radial and single spindle drilling machines are also utilized.

 Welding, when required is accomplished by shielded metal arc (stick), fluxcored arc, and More... gas metal arc (M.I.G.), depending on product material and configuration. We also have in house capability to preheat and slow cool welds as applicable for welding special alloys.

  Every product we build is 100% pressure tested whether it be a pump or a cylinder or a jack. No product leaves our factory without assuring that it functions properly. For over 50 years our design and engineering capability has provided the specialized knowledge and skill required to analyze, design, and solve problems relating to your special cylinder needs.

 We utilize CAD and CAM software to aid us in our engineering and manufacturing processes as well as specialized manufacturing system software to aid us in all aspects of quoting your requirements, entering, scheduling, tracking, and shipping your order. Less","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Adjustable Stroke', 'Cylinders: Air', 'Cylinders: Air, Adjustable Stroke', 'Cylinders: Air, Double Acting, Air Operated', 'Cylinders: Air, Heavy Duty Mill Type', 'Cylinders: Air-Draulic', 'Cylinders: Aluminum', 'Cylinders: Aviation & Aerospace']","['Pumps', 'Actuators', 'Clamps', 'Cylinder Components', 'Cylinders', 'Handles, Pulls and Levers', 'Handling Equipment', 'Hydraulic Equipment', 'Jacks', 'Joints', 'Kits', 'Pump Parts', 'Reservoirs', 'Seals', 'Springs', 'Straighteners', 'Swivels', 'Tooling', 'Tools']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=435100&search_position=35&product_family=151761,['Star'],,Manufacturer,Custom Manufacturer,"['Keith Cauldren, Director of Sales and Marketing']",,,$1 - 4.9 Mil,1947,10-49,https://www.thomasnet.com/profile/00435100/star-hydraulics-llc.html?cid=435100&cov=NA&heading=21650809&searchpos=35&what=hydraulic+cylinders,hydraulic cylinders
