company_id,company_name,company_type,company_url,location,telephone,product_description,about_company,product_types,all_product_services,link_prod_services,brands,link_all_brands,primary_company_type,additional_activities,key_personnel,social_media,other_locations,annual_revenue,year_founded,num_employees,url
701643,Airoyal Division of Delta Sales,Manufacturer,http://www.airoyal.com,"Butler, NJ 07405",tel://877-535-9535,"Manufacturer of medium duty and heavy duty hydraulic cylinders. Available in stainless steel, hastelloy, titanium materials and more. Products are interchangeable with standard industry mountings and are available with magnetic pistons with switches. Custom design capabilities are available.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of medium duty and heavy duty cylinders available in air, hydraulic and pneumatic types. Available in stainless steel, hastelloy, titanium materials and more. Products are interchangeable with standard industry mountings and are available with Magnetic Pistons with Switches. Custom design capabilities are available.","['Cylinders: Hydraulic', 'Cylinders: Pneumatic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Heavy Duty, Mill Type', 'Cylinders: Stainless Steel', 'Cylinders: Titanium']",['Cylinders'],https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=701643&search_position=11&product_family=157625,,,Manufacturer,,['Not Available'],,,$1 - 4.9 Mil,1938,1-9,https://www.thomasnet.com/profile/00701643/airoyal-division-of-delta-sales.html?cid=701643&cov=NA&heading=21650809&searchpos=11&what=hydraulic+cylinders
42468,Robeck Fluid Power Co.,Distributor,https://www.robeckfluidpower.com/,"Aurora, OH 44202",tel://800-541-4655,"Distributor of hydraulic and pneumatic NFPA/JIC cylinders. Capable of CAD design, engineering, and hydraulic cylinder repair. Serves the commercial and industrial markets. In-house machining, assembly, maintenance, troubleshooting, and installation services are available for products.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of electronic, hydraulic, lubrication, and pneumatic tools and devices. Products include safety interlock switches, motor controls, sensors, filter assemblies, and regulators. Capable of CAD design and engineering. Serves the commercial and industrial markets. In-house machining and component repair, assembly, maintenance, troubleshooting, and installation services are available for products.
Company Description by Robeck Fluid Power Co.
Robeck Fluid Power Co. was founded in Solon, Ohio (a Cleveland suburb), by Peter W. Becker in May 1983. In 1985, Robeck began its relationship with the Robert Bosch Corporation. During the next few years, Robeck devoted the majority of its resources to developing a Bosch presence in both the steel and plastic industries. Because of these efforts, Robeck became one of Bosch's largest distributors. In 2001, Bosch and Rexroth formed Bosch Rexroth AG. With this change, Robeck ended its long relationship with Bosch and formed a new relationship with Eaton Corporation as a fully authorized distributor for Eaton, Char-Lynn, Hydro-Line, and Vickers.

In December 1995, Robeck moved to a new 35,000-square-foot facility located in Aurora, Ohio. With 45 employees and the addition of world-class suppliers and disciplines, Robeck continues to provide its customers with quality products and service on a repeat basis.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Eaton\x99', 'Cylinders: NFPA Standard', 'Cylinders: Pneumatic', 'Cylinders: Rodless']","['Conveyors', 'Power Units', 'Hydraulic Equipment', 'Automation Systems', 'Cylinders', 'Electronic Components', 'Pneumatic Systems', 'Pumps', 'Accumulators', 'Actuators', 'Adapters', 'Air Filtration Equipment & Supplies', 'Amplifiers', 'Balancers', 'Balls', 'Bases', 'Batteries', 'Bearings', 'Bolts', 'Brackets', 'Breathers', 'Bushings', 'Buttons', 'Cameras']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=42468&search_position=12&product_family=151613,"['Eaton', 'Farval', 'HYDAC', 'Hydro-Line', 'Vickers']",,Distributor,"Manufacturer, Custom Manufacturer, Service Company","['Peter Becker, President', 'Philipp Becker, Vice-President', 'Ida Becker, Treas.', 'Mike Cohn, Customer Services Mgr.', 'Bob Long, Engineering Mgr.']",,,$10 - 24.9 Mil,1983,50-99,https://www.thomasnet.com/profile/00042468/robeck-fluid-power-co.html?cid=42468&cov=NA&heading=21650809&searchpos=12&what=hydraulic+cylinders
1286332,Kinnear Specialties,Distributor,http://www.kinnearspecialties.com/index.html,"St Helens, OR 97051",tel://888-643-7167,"Distributor of hydraulic cylinders. Cushioned, air, pneumatic, mounted, intensifier & loaded cylinders are also available. Hydraulic cylinders are available in 1 1/2 in. to 24 in. bore sizes & 3,500 psi operating pressure.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of custom built hydraulic systems. Distributor of bladder piston & diaphragm accumulators, hydraulic dampeners, replacement bladders, tube & pipe clamps, hydraulic & pneumatic cylinders, tube, pipe, hose & hose end fittings, brass & steel fittings & adapters, low pressure to very high pressure hose & hose ends, gage blocks, pumps, sensors, pressure switches, transducers, ball, check, flow control, servo, proportional, solenoid cartridge & pressure control cartridge valves & flanges. Hydraulic parts & accessories such as breathers, filler breathers, fluid level indicators, gauge isolators & test points are also available.
Company Description by Kinnear Specialties
Kinnear Specialties Inc. is a family-owned small business. Our highly experienced people offer tremendous expertise in fluid power. We care about our customers needs and work hard to find solutions to your problems. 

We proudly offer many fine product lines as your authorized distributor for Anchor Flange, CC Jensen, Hydac International, Herion, Eaton-Weatherhead, PCI Purakal, Daman, Thermal Transfer, Inserta, Nacol, and Duplomatic.

See our Kinnear specialties product page for unique fittings and adapters. Our large warehouse stock ensures rapid shipping to your location!","['Cylinders: Hydraulic', 'Cylinders: Air', 'Cylinders: Pneumatic']","['Adapters', 'Cylinders', 'Fittings', 'Hydraulic Equipment', 'Filters', 'Flanges', 'Power Units', 'Accumulators', 'Actuators', 'Benders', 'Blocks', 'Breathers', 'Clamps', 'Controls and Controllers', 'Conveyors', 'Cranes', 'Dampers', 'Exchangers', 'Expanders', 'Extractors', 'Fluid Conditioning Equipment', 'Fluids', 'Hoists', 'Hose', 'Indicators', 'Maintenance and Repair Services']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=1286332&search_position=13&product_family=161425,['Purakal'],,Distributor,"Manufacturer, Custom Manufacturer",['Not Available'],,,$1 - 4.9 Mil,1969,1-9,https://www.thomasnet.com/profile/01286332/kinnear-specialties.html?cid=1286332&cov=NA&heading=21650809&searchpos=13&what=hydraulic+cylinders
326009,Royal Hydraulics,Distributor,https://www.royalhydraulics.com/,"Northridge, CA 91325",tel://888-333-7692,"Manufacturer of hydraulic type cylinders. Specifications include up to 5000 psi pressure rating and 1.50 through 20.00 bore as aluminum and steel bodied. Available in light, medium and heavy duty NFPA extruded tube or tie rod construction.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer & distributor of hydraulic & pneumatic equipment, systems, power units, tools & accessories covering a broad range of applications in a variety of production processes. Performance, reliability, & durability product capabilities. Products include accumulators, pumps, valves, filter, fittings, hose, oil coolers, pressure gages, reservoirs, flow meters, motors & cylinders. Involved in design, engineering, repair, service & testing options of all major makes & models of pumps, valves, cylinders & motors.
Company Description by Royal Hydraulics
Royal Hydraulics, Inc. (RHI) is a privately owned company, which was founded in 1982. Our mission is to supply, design, and manufacture cost effective solutions for ""Customer Specific"" applications, by working in close partnership with each and every client, and by using and providing industry proven, leading edge technology. Our company's capabilities are a result of exclusively utilizing only products that excel in performance, reliability, and durability, which are then backed up by RHI's passion and commitment to customer service and innovative thinking that come from years of extensive application and industry experience. 

RHI Initially focused on equipment for specific production requirements. Later, drawing on the knowledge gained from experience, RHI began supplying systems and a complete line of hydraulic equipment to fulfill the system elements either of our own designs, or those of our customers. 

Today, many years, and thousands of projects later, RHI is a recognized industry More... leader, that is deeply committed to supplying hydraulic equipment, systems, power units, tools and accessories that cover a broad range of applications in a variety of production processes. 

 RHI's customers include some of the most recognizable names in business, as well as a large number of well-known smaller regional and local companies. All of our customers, regardless of their size, have one thing in common... they all share a firm desire for the high quality and superior product support that has become, and will continue to be, the trademark of Royal Hydraulics, Inc. Less","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Adjustable Stroke', 'Cylinders: Air', 'Cylinders: Air, Double Acting, Air Operated', 'Cylinders: Eaton\x99', 'Cylinders: Flanged', 'Cylinders: High Pressure', 'Cylinders: Hydraulic, Adjustable Stroke', 'Cylinders: Large Bore']","['Cylinders', 'Power Units', 'Exchangers', 'Filters', 'Hydraulic Equipment', 'Pumps', 'Sensors / Detectors / Transducers', 'Accumulators', 'Actuators', 'Adapters', 'Air Filtration Equipment & Supplies', 'Airlocks', 'Analytical Services', 'Bags', 'Bearings', 'Bladders', 'Brakes', 'Chillers', 'Clamps', 'Clutches']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=326009&search_position=14&product_family=157625,"['Air-Dro', 'Aurora', 'AZZ', 'Benshaw', 'Brennan', 'Cehvron', 'Chevron', 'Continental', 'Dayco', 'Delta', 'Delta Power', 'Deublin', 'DMIC', 'Dynex', 'Eaton', 'Flo Ezy', 'Flow-Tech', 'Goodyear', 'Hedland', 'Helicoid', 'Hellan', 'Hilco', 'Hydro-Craft', 'Hydro-Line', 'Hydroline', 'Hyflow', 'Internormen', 'Kaocrete HPM', 'L.F. Manufacturing', 'Lincoln']",https://www.thomasnet.com/brands-carried.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=326009&search_position=14,Distributor,"Manufacturer, Custom Manufacturer, Manufacturers' Rep, Service Company, Turnkey Systems Integrator",['Not Available'],"['https://www.twitter.com/royalhydraulics', 'https://www.facebook.com/royalhydraulics']",,$1 - 4.9 Mil,1982,10-49,https://www.thomasnet.com/profile/00326009/royal-hydraulics.html?cid=326009&cov=NA&heading=21650809&searchpos=14&what=hydraulic+cylinders
564168,"Modern Fluid Power, Inc.",Distributor,https://www.modernfluidpowerinc.com/,"Blanchester, OH 45107",tel://888-711-1889,"Stocking distributor of hydraulic cylinders. Specifications of cylinders vary depending upon models & include steel tie rods with 100,000 psi to 125,000 psi minimum yield strength & 3,000 psi rated pressure. Various features of cylinders include air bleeders, NPTF ports, double lip wipers, glass fiber-filled PTFE piston seals & O-ring tube end seals.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Stocking distributor of industrial valves & components for OEM, MRO's, pipe-valve supply houses & process industries. Products include actuators, backflow preventers, brackets, gauges, manifolds, mufflers, cocks, connectors, presses, regulators, sensors, strainers, controls, cylinders, couplings, switches, tanks, cylinders, filters, fittings, thermometers, thermowells, valves, lubricators, hydraulic equipment & lubrication components. Valve automation services are also available.
Company Description by Modern Fluid Power, Inc.
Modern Fluid Power Inc. is a distributor of industrial valves and components for industry. We specialize in the selection of product which best serves customer application requirements. Our market includes the industrial O.E.M, MRO's, pipe-valve supply houses, and process industries.

Our assortment of select manufacturing suppliers allows us a broad and varied product mix. Products include: most all types of industrial valves, air and hydraulic cylinders, components such as strainers, pressure gauges, fittings and many more. Visit our products page for more details.

Valve Actuation is an important part of our business. As any actuation distributor for Apollo/Conbraco, we stock, assemble and test a complete pneumatic or electric actuation package.

WE ARE PRODUCT SPECIALISTS AND OFFER THE PROPER PRODUCTS FROM NUMEROUS MANUFACTURERS TO SATISFY CUSTOMER APPLICATION REQUIREMENTS.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Air Tandem', 'Cylinders: Air, Heavy Duty Mill Type', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Heavy Duty, Mill Type', 'Cylinders: High Pressure', 'Cylinders: Mill Type, Hydraulic']","['Pumps', 'Strainers', 'Actuators', 'Flowmeters', 'Automation Services', 'Controls and Controllers', 'Couplers and Couplings', 'Cylinders', 'Filters', 'Fittings', 'Fluid Conditioning Equipment', 'Gages', 'Handling Equipment', 'Hydraulic Equipment', 'Lubricators', 'Maintenance and Repair Services', 'Manifolds', 'Mufflers', 'Pipe Fittings', 'Pneumatic Systems']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=564168&search_position=15&product_family=151761,['Lynair'],,Distributor,"Custom Manufacturer, Service Company, Turnkey Systems Integrator",['Not Available'],,,$1 - 4.9 Mil,1970,1-9,https://www.thomasnet.com/profile/00564168/modern-fluid-power-inc.html?cid=564168&cov=NA&heading=21650809&searchpos=15&what=hydraulic+cylinders
961101,"Compressed Air Systems, Inc.",PathCOVID-19 Response,https://www.compressedairsystems.com/,"Tampa, FL 33619-2658",tel://855-537-0577,"Distributor of hydraulic press cylinders for aerospace, electronics, medical, fleet maintenance, manufacturing, pharmaceutical, plastics processing, woodworking, food and beverage industries. Available in 1/2 to 4 in. size.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of compressed air systems. Various products include abrasives, adapters, air guns, analyzers, beads, bearings, blowers, air compressors, controllers, coolers, couplings, detectors, drains, dryers and exhausters. Fittings, hose, horns, indicators, kits, lights, nipples, monitors, nozzles, plugs, pumps, pump parts, receivers, regulators, separators and silencers are also available. Capabilities include inspection, preventative maintenance, installation and engineering.
Company Description by Compressed Air Systems, Inc.
We offer many products, specializing in Air Compressor, Blower and Vacuum Systems. Our sales department is backed by our own in-house service, installation and rental departments. We sell, service and rent all types of compressors, pneumatic tools and equipment. Whether it's pumps or tools, our complete repair facility insures quick turn-around for your convenience. We service all makes and models and provide Consulting and Engineering services for new Compressed Air and Vacuum Systems, as well as improving existing systems.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: High Pressure', 'Cylinders: Press', 'Cylinders: Pressure']","['Compressors', 'Chillers', 'Pumps', 'Filters', 'Abrasive Blast Equipment', 'Compressor Parts', 'Generators', 'Sensors / Detectors / Transducers', 'Tanks', 'Cleaning Equipment', 'Oils', 'Vacuum Systems', 'Air Filtration Equipment & Supplies', 'COVID-19 Response', 'Dryers', 'Lubricants', 'Openers', 'Receivers', 'Regulators', 'Solid Film Lubricants', 'Adapters', 'Blowers', 'Brewers', 'Bushings']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=961101&search_position=16&product_family=151847,"['Airman', 'Airtech', 'Ajax', 'Anderol', 'Apollo', 'Atlas Copco', 'Becker', 'Busch', 'Cejn', 'Champion', 'Chicago Pneumatic', 'Clemco', 'CompAir', 'Curtis', 'Curtis-Toledo', 'Deitech', 'Deltech', 'Desoutter', 'Diffuser', 'Dotco', 'Duro', 'Dwyer', 'Econoblast', 'Elmo Rietschle', 'Foster', 'FST', 'Gardner Denver', 'Genera', 'Goodall', 'Graco']",https://www.thomasnet.com/brands-carried.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=961101&search_position=16,Distributor,"Manufacturer, Custom Manufacturer, Service Company","['Richard Hall, President', 'Walter Freeman, Vice-President', 'N.A. Hall, Secretary', 'P.J. Hall, Treasurer', 'Henry Freeman, General Manager', 'View All']","['https://www.linkedin.com/company/compressed-air-systems-inc-', 'https://www.twitter.com/CompAirSystems', 'http://aircompressors.compressedairsystems.com/blog', 'https://www.youtube.com/channel/UCvBeoqWzNlu4x5P-hmiK0AA/feed', 'https://www.facebook.com/CAS1963']",https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=961101&bloc=NA&WTZO=copro+biz+det,Not Available,1963,50-99,https://www.thomasnet.com/branchloc.html?cid=961101&cov=NA&goto=%2Fprofile%2F00961101%2Fcompressed-air-systems-inc.html&heading=21650809&searchpos=16&what=hydraulic+cylinders
120500,Dunham Rubber & Belting Corp.,Distributor,https://www.dunhamrubber.com/,"Greenwood, IN 46143",tel://866-969-1135,"Manufacturer and distributor of hydraulic cylinders. Types include aluminum, double and single acting, flat body, high tonnage, hollow hole, lock nut, low profile, pull and threaded. Available with 1.26 in. to 36.13 in. collapsed height and 2 ton to 1,000 ton cylinder capacity. Features vary depending upon different models. Some features include handles, piston rods, alloy bearings, scratching and corrosion resistance, base mounting holes, rod wipers, heavy duty compression springs, mechanical safety lock nuts, chrome plated ram and plunger ends. Suitable for pushing, pulling, lifting and holding loads, high cycling in production and tensioning applications.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Industrial distributor, fabricator & manufacturer of a wide range of belting products & services, including; European style light duty, plied rubber belts, monofilament, material handling, food grade, polyurethane, thermoplastic & PVC belting. Lacing distributor for all mechanical fastener needs. Offer on-site belt installation for truly endless applications. Hydraulic distributor for all hose, fitting & adapter needs. Products for air, water & chemical applications. Sheet rubber products including neoprene, gum & silicone rubber. Custom made urethane products.
Company Description by Dunham Rubber & Belting Corp.
Dunham Rubber and Belting Corp. distributes, fabricates, and manufactures industrial rubber products, including but not limited to conveyor belting, hose and fittings, molded and extruded rubber/urethane parts, gaskets, and seals. It has always been our desire to use our expertise to understand our customers' processes and provide real solutions to their needs, domestically and internationally.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Aluminum', 'Cylinders: Corrosion Proof', 'Cylinders: High Pressure', 'Cylinders: Press', 'Cylinders: Pressure']","['Hose', 'Couplers and Couplings', 'Belts', 'Adapters', 'Bushings', 'Caps', 'Connectors', 'Crosses', 'Elbows', 'Fittings', 'Nipples', 'Plugs and Stoppers', 'Stems', 'Tees', 'Unions', 'Rubber', 'Gaskets', 'Cutting Services', 'Conduits and Ducts', 'Conveyors', 'COVID-19 Response', 'Fasteners']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=120500&search_position=17&product_family=151604,"['AdvantaPure', 'Aeroquip', 'Alligator', 'Alpha', 'American Biltrite', 'American Packing', 'Ammeraal Beltech', 'Apache Mills', 'AQP', 'Arc Latch', 'ASGCO', 'Bailey-Parks', 'Banjo', 'Belt Concepts', 'Bio-Flex', 'BioClosure', 'Boston', 'Bradford', 'Breco', 'BRECOflex', 'Brennan', 'Carflex', 'Chantland', 'Chemfluor', 'Chemprene', 'CLEARFLO', 'Coilhose', 'Coiltef', 'Corroflon', 'Cush-A-Clamp']",https://www.thomasnet.com/brands-carried.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=120500&search_position=17,Distributor,"Manufacturer, Custom Manufacturer, Service Company","['Gary Buchanan, President', 'James Wainwright, Vice President', 'Mike Francis, National Sales Manager', 'Suzanne Lee, Product Marketing']",,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=120500&bloc=NA&WTZO=copro+biz+det,Not Available,1965,50-99,https://www.thomasnet.com/branchloc.html?cid=120500&cov=NA&goto=%2Fprofile%2F00120500%2Fdunham-rubber-belting-corp.html&heading=21650809&searchpos=17&what=hydraulic+cylinders
30309904,OTP Industrial Solutions,Distributor,https://www.otpnet.com/,"Columbus, OH 43219",tel://614-342-6123,"Distributor of pneumatic & hydraulic cylinders in standard & metric dimensions. Types of cylinders include special, mill & welded style cylinders. Various features include stroke adjusters, optional stop tubes, piston rods, honed steel tubing, position indicators, distance sensing switches, rod wipers & rod boots. Meets JIC & NFPA requirements. On-time delivery.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of fluid handling, electrical, hydraulic, mechanical & finishing components. Pumps, bearings & repair services for pumps are also available. Types of pumps include submersible, sealless magnetic driven, metering, internal & external gear, multi-stage centrifugal, vertical turbine, air-operated diaphragm, two & three screw, plunger & piston pumps. Fluid power products include pneumatic cylinders, actuators, tubing & fittings, vacuum & air preparation equipment & valves. Linear motion components, AC/DC motors & drives, motors, sensors & cables, I/O & HMI meters, enclosures, transformers, PLC's, controllers, crane systems, gear reducers, gearmotors, bearings, sprockets, shaft couplings, sheaves, bushings, gearings, belts, motorized pulleys, chains, fluid regulators, spray, steaming & extruding guns, tanks, agitators & mixers are also available. Industries served include power & utility, steel, automotive, food & beverage, OEM & general. On-time delivery.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Adjustable Stroke', 'Cylinders: Air, Heavy Duty Mill Type', 'Cylinders: Air, Metric', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Eaton\x99', 'Cylinders: Heavy Duty, Mill Type']","['Pumps', 'Motors', 'Actuators', 'Bearings', 'Maintenance and Repair Services', 'Booths', 'Couplers and Couplings', 'Cylinders', 'Filters', 'Finishing Equipment', 'Gearheads and Gearboxes', 'Seals', 'Valves', 'Applicators', 'Bushings', 'Chains', 'Clutches', 'Conveyors', 'Gears', 'Guns']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=30309904&search_position=18&product_family=151761,"['Eaton', 'Georgia Hydraulic', 'Lynair', 'Tolomatic']",,Distributor,"Custom Manufacturer, Service Company, Finishing Service Company, Turnkey Systems Integrator",['Not Available'],,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=30309904&bloc=NA&WTZO=copro+biz+det,$100 - 249.9 Mil,1963,500-999,https://www.thomasnet.com/branchloc.html?cid=30309904&cov=NA&goto=%2Fprofile%2F30309904%2Fotp-industrial-solutions.html&heading=21650809&searchpos=18&what=hydraulic+cylinders
20053642,Emerson Bearing,Distributor,https://www.emersonbearing.com/,"Boston, MA 02134",tel://800-225-4587,"Manufacturer of hydraulic cylinders. Hydraulic pumps also available. Other products include bearings, mounted units, seals, chains, rollers, bushings, and other bearing accessories. Same day shipment.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of precision, roller and ball bearings and related products including oil seals, cam followers and spherical bushings. Bearing accessories such as adhesives, sealants, power transmission belts and mounting tools are available. Bearings and cam followers can be modified to meet specifications. Blanket orders accepted. 24 hour services available. Same day delivery. JIT shipments.
Company Description by Emerson Bearing
Emerson Bearing, located in Brighton, Massachusetts, has sold bearings to OEMs and maintenance/repair users since 1957. Today, we employ over 30 people and sell bearings and related items throughout the United States as well as international markets. We have over 3 million bearings in our centrally located distribution center. 

As one of the first bearing importers, we have a unique knowledge of where and how to find the right bearings in the worldwide market.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Enerpac\x99']","['Bearings', 'Chains', 'Adhesives', 'Anti-Seize', 'Belts', 'Blocks', 'Bushings', 'Calipers', 'Caps', 'Collars', 'Compounds', 'Connectors', 'Corrosion Resistant Products', 'Couplers and Couplings', 'Cylinders', 'Electrical Equipment', 'Ends', 'Fasteners', 'Fittings', 'Flanges', 'Followers', 'Grease', 'Hook and Loop', 'Housings', 'Inserts', 'Lubricants']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=20053642&search_position=19&product_family=151466,"['Enerpac', 'SPX']",,Distributor,,['Not Available'],"['https://www.linkedin.com/company/emerson-bearing', 'https://www.twitter.com/EmersonBearing', 'https://blog.emersonbearing.com/blog', 'https://www.youtube.com/user/emersonbearing', 'https://www.facebook.com/EmersonBearing']",,Not Available,Not Available,Not Available,https://www.thomasnet.com/profile/20053642/emerson-bearing.html?cid=20053642&cov=NA&heading=21650809&searchpos=19&what=hydraulic+cylinders
1310161,Atlas Bronze,Distributor,https://www.atlasbronze.com/Default.asp,"Trenton, NJ 08611",tel://855-486-6295,"Distributor of machine parts including hydraulic cylinders. Cylinders are machined by hand, power tools and CNC machines. Serves the manufacturing, aerospace, architectural, oil, gas, power generation plant, marine and naval industries.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of brass, bronze and iron products in the form of sheet, plate, bar, wire, round, rod, rectangle, strip and finished machined parts. Manganese bronze, tin bronze, leaded tin bronze, aluminum bronze, nickel aluminum bronze, silicon aluminum bronze, phosphor bronze and silicon manganese bronze available. Free cutting brass, naval brass, red brass and yellow brass offered. Available casting methods include sand or static casting, centrifugal casting or continuous casting. Also offers bronze wrought products and bronze forgings.   Finished machine parts include bearings, hydraulic cylinders, cams, cam slide bushings, gears and cam or gear blanks. Serves the manufacturing, aerospace, architectural, oil, gas, power generation plant, marine and naval industries.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Aviation & Aerospace', 'Cylinders: Marine', 'Cylinders: Special']","['Casting Services', 'Bushings', 'Forging Services', 'Bars', 'Bearings', 'Blanks', 'Blocks', 'Brass', 'Brazing Alloys', 'Bronze', 'Cams', 'Copper', 'Cylinders', 'Fabrication Services', 'Fasteners', 'Fixtures', 'Gears', 'Iron (Metal)', 'Job Shop Services', 'Liners', 'Machinery Parts', 'Metals', 'Miscellaneous Metals', 'Nuts']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=1310161&search_position=20&product_family=152409,,,Distributor,"Manufacturer, Custom Manufacturer","['Josh Smith, VP Sales', 'Tom Smith, Owner']",,,$5 - 9.9 Mil,1994,10-49,https://www.thomasnet.com/profile/01310161/atlas-bronze.html?cid=1310161&cov=NA&heading=21650809&searchpos=20&what=hydraulic+cylinders
128196,Industrial Brake & Supply,Custom Manufacturer,https://www.indbrake.com/index.html,"Walton, KY 41094",tel://877-396-5412,"Distributor of hydraulic master braking cylinders. Other products include linings, calipers, and drum brakes. Industries served include construction, agriculture, and industry.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Custom manufacturer and distributor of specialty friction & brake shoe assemblies for all off-highway & in-plant applications including molded & woven rolls of brake lining, flat sheets & arced slabs & industrial brakes for a wide variety of heavy duty, light duty, wet & dry industrial applications. Industries served include off-highway, agricultural, mining, in-plant, overhead cranes, hoists & golf carts. Products include clutch & frictions for cranes & shovels, drilled, keylock & undrilled wheel brakes, disc pads, calipers, pistons, springs, boots, overhaul kits, repair kits & gear tooth facings.
Company Description by Industrial Brake & Supply
Whether your application is construction, mining, milling, manufacturing or transportation, Industrial Brake & Supply offers you a single source for all your industrial brake and friction materials requirements. 

We are custom fabricator of specialty friction and brake shoe assemblies for all off-highway and in-plant applications including molded and woven rolls of brake lining, flat sheets and arced slabs, and industrial brakes for a wide variety of both heavy duty and light duty industrial applications. 

With over 25 years' experience in the friction materials industry, we produce industrial brakes in our shop with custom bonding and riveting capabilities by experienced and highly trained employees. 

We can fabricate industrial brake parts and assemblies per your drawings to supply finished parts.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Braking & Locking', 'Cylinders: Master']","['Friction Materials', 'Brakes', 'Liners', 'Crane Parts', 'Cranes', 'Clutches', 'Pads', 'Bands', 'Bonding Services', 'Plates', 'Shoes', 'Assemblies', 'Automotive Parts', 'Bearings', 'Blocks', 'Bushings', 'Calipers', 'Controls and Controllers', 'Cylinders', 'Discs', 'Facings', 'Pistons', 'Sheets', 'Wheels']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=128196&search_position=21&product_family=154358,"['Carlisle', 'Champion', 'Ferotec', 'Hawkhead', 'Redco']",,Custom Manufacturer,"Distributor, Manufacturer",['Not Available'],,,$10 - 24.9 Mil,1971,10-49,https://www.thomasnet.com/profile/00128196/industrial-brake-supply.html?cid=128196&cov=NA&heading=21650809&searchpos=21&what=hydraulic+cylinders
