company_id,company_name,company_type,company_url,location,telephone,product_description,about_company,product_types,all_product_services,link_prod_services,brands,link_all_brands,primary_company_type,additional_activities,key_personnel,social_media,other_locations,annual_revenue,year_founded,num_employees,url,keyword
1006276,"Edge of Arlington Saw & Tool, Inc.",Custom Manufacturer,https://www.eoasaw.com/,"Arlington, TX 76010",tel://888-461-7171,"Distributor of screwdrivers including hand and master screwdriver bit set. Suitable for industrial and professional construction applications. Bits are shock resistant.
Additional Screwdrivers details","Company Description by Thomasnet
Manufacturer and distributor of cutting tools including diamond, insert, CNC router and brazed cutter tooling and saw blades. Tools are designed to meet specific requirements with capabilities including desired feed rate, RPM of machine and material species. Services include woodworking, ferrous and non-ferrous metal and plastic tooling. Refurbishing services for cutting tools and JIT services available.",['Screwdrivers'],"['Adapters', 'Agents', 'Aligners', 'Arbors', 'Assemblies', 'Balls', 'Barrels and Drums', 'Bearings', 'Bits', 'Blades', 'Blanks', 'Blocks', 'Boring Machinery', 'Brushes', 'Bushings', 'Carbide Cutting Tools', 'Chisels', 'Chucks and Collets', 'Clamps', 'Cleaning Compounds and Chemicals', 'Collars', 'Coolants', 'Countersinks', 'Covers', 'COVID-19 Response', 'Cutters and Cutting Machinery', 'Deburring Equipment', 'Dies']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=1006276&search_position=55&product_family=161425,"['FC', 'Flecther', 'WKW']",,Custom Manufacturer,"Distributor, Manufacturer, Service Company, Finishing Service Company","['Robyn Romig, Finance Executive', 'Robby Weiser, Manager']",,,Under $1 Mil,1978,1-9,https://www.thomasnet.com/profile/01006276/edge-of-arlington-saw-tool-inc.html?cid=1006276&cov=NA&heading=72206501&searchpos=55&what=screwdrivers,screwdrivers
1079145,Wharton Hardware and Supply,Distributor,https://www.whartonhardware.com/index.html,"Pennsauken, NJ 08110",tel://856-662-6935,"Distributor of screwdrivers. Types of screwdrivers include air, electric and jeweler's screwdrivers.
Additional Screwdrivers details","Company Description by Thomasnet
Distributor of hardware and supply, contractors equipment and concrete accessories. Safety equipment, hand tools, electrical supplies, material handling products, air/electric tools, paints, sundries, chemicals, general hardware, abrasive tools, cutting tools, plumbing supplies, mechanical supplies, surveying products and fasteners are available. Custom fabricated wire rope slings and bridles, hydraulic hoses, air hoses, water hoses and band saw blades are available. Repair and rental services.
Company Description by Wharton Hardware and Supply
Wharton Hardware and Supply has been serving the heavy construction trades for over 60 years. Our areas of concentration are hardware and supplies, contractors' equipment, and concrete forms and accessories. We have a full service shop, and we service what we sell. We also have a wire rope fabrication and testing shop, where we make wire rope slings and bridles. Wharton is well known for our jobsite delivery service, and we deliver, free of charge with a minimum order, to jobsites from Northern New Jersey to Richmond, Virginia. Our daily delivery area includes the metropolitan areas of Newark, Trenton, Philadelphia, Wilmington, Baltimore, Washington and Richmond. We also drop ship nationwide. Please visit whartonhardware.com to learn more about our company. We look forward to the opportunity to be of service.","['Screwdrivers', 'Screwdrivers: Klein\x99']","['Abrasive Blast Equipment', 'Abrasive Compounds / Media', 'Absorbers', 'Accelerators', 'Adapters', 'Additives', 'Adhesives', 'Aerators', 'Air Filtration Equipment & Supplies', 'Alumina (Aluminum Oxide)', 'Aluminum', 'Anchors', 'Anti-Seize', 'Antifreeze', 'Aprons', 'Arbors', 'Attachments', 'Augers', 'Backhoes', 'Bags', 'Balls', 'Barrels and Drums', 'Barricades', 'Bars', 'Batteries', 'Belts', 'Benders', 'Bevelers']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=1079145&search_position=56&product_family=152550,"['DeWalt', 'Jet', 'Klein', 'Milwaukee']",,Distributor,Service Company,['Not Available'],,,$10 - 24.9 Mil,1948,50-99,https://www.thomasnet.com/profile/01079145/wharton-hardware-and-supply.html?cid=1079145&cov=NA&heading=72206501&searchpos=56&what=screwdrivers,screwdrivers
1075595,All Electronics Hardware,Manufacturer,https://www.aehonline.com/,"Algonquin, IL 60102",tel://800-778-7234,"Manufacturer of hand screwdrivers. Used to test 80 to 250 volts AC/DC voltages. Suitable for wall plate or wiring device screws and wiring device release tabs.
Additional Screwdrivers details","Company Description by Thomasnet
Manufacturer of plastic fasteners, hardware, tools and accessories for the electronics, electrical and OEM industries. Products available include cable ties, cable tie installation tools, card guides, circuit board supports, clips, clamps, wire routing devices, insulators, bumpers, spacers, standoffs, wire connectors, terminals, testers and wire strippers. RoHS and REACH compliant.
Company Description by All Electronics Hardware
About All Electronics Hardware

All Electronics Hardware was founded in July of 1993 by Mr. Ted Pavoris, a seasoned veteran of the electronics fastener industry. Ted immediately set the course for building an AEH tradition of doing ""whatever it takes"" to meet the particular needs of its customers.

Over the past ten years AEH has demonstrated a commitment to customer satisfaction through its pursuit of innovative product design in conjunction with a quest for operational excellence in both manufacturing and distribution.

So far the results have been excellent. AEH has quickly and selectively built a broad offering of electronics hardware and wire management products along with a solid and rapidly expanding customer base.

AEH manufacturing processes primarily include injection and extrusion molding of both standard and custom products from a wide range of thermoplastic materials including nylon, styrene, ABS, PVC, polyethylene, polypropylene, and polycarbonates. AEH markets its products with More... a professional network of manufacturer's representatives who sell to OEM's, electronic, electrical and fastener distributors across North America. Less",['Screwdrivers'],"['Attachments', 'Bases', 'Bumpers', 'Buttons', 'Caps', 'Channels', 'Circuit Board Components', 'Clamps', 'Clips', 'Computer and Communication Terminals', 'Connectors', 'Corrosion Resistant Products', 'Covers', 'Disaster Preparedness Supplies', 'Disconnects', 'Electrical Equipment', 'Electronic Components', 'Fasteners', 'Feet', 'Grommets', 'Guides', 'Hardware', 'Holders', 'Hurricane Response', 'Insulators', 'Measuring Equipment', 'Mechanical Wire, Cable and Rope', 'Mounts']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=1075595&search_position=57&product_family=162090,,,Manufacturer,"Distributor, Custom Manufacturer","['Darren Pavoris, VP', 'Ted Lecher, Marketing & Business Development Mgr.']",,,Under $1 Mil,2007,10-49,https://www.thomasnet.com/profile/01075595/all-electronics-hardware.html?cid=1075595&cov=NA&heading=72206501&searchpos=57&what=screwdrivers,screwdrivers
754820,Daytona Bolt & Nut,Distributor,http://www.daytonabolt.com/index.html,"Daytona Beach, FL 32115",tel://386-255-0248,"Stocking distributor of auto-feed screw driving system. Used with 305 stainless steel deck screws. Suitable for residential, industrial, marine, commercial, and construction applications.
Additional Screwdrivers details","Company Description by Thomasnet
Stocking distributor of corrosion resistant stainless steel fasteners for residential, industrial & marine construction. Stainless steel fasteners include bolts, nuts, washers, screws, threaded rods, nails, brads, staples, connectors, hangers, anchor systems, hooks, turnbuckles, rivets, cables, hinges, hasps, latches, rivets, drills, bits, saws, saw blades, cutting & grinding wheels, ties & chisels.",['Screwdrivers'],"['Anchors', 'Bins', 'Bits', 'Blades', 'Bolts', 'Building Products', 'Chains', 'Chisels', 'Clips', 'Compressors', 'Connectors', 'Construction Equipment', 'Couplers and Couplings', 'Distribution Services', 'Drills', 'Electric Wire, Cable and Cable Assemblies', 'Fasteners', 'Fittings', 'Framing Services', 'Hammers', 'Hardware', 'Hasps', 'Hinges', 'Hooks', 'Hose', 'Inserts', 'Ladders', 'Latches']",https://www.thomasnet.com/products-services.html?cov=NA&what=screwdrivers&heading=72206501&cid=754820&search_position=58&product_family=157445,"['Hitachi', 'Scrulox', 'Simpson Strong-Tie', 'Swan Secure', 'Tapcon', 'TEKS']",,Distributor,,['Not Available'],,https://www.thomasnet.com/branches.html?what=screwdrivers&heading=72206501&cov=NA&cid=754820&bloc=NA&WTZO=copro+biz+det,Not Available,1961,10-49,https://www.thomasnet.com/branchloc.html?cid=754820&cov=NA&goto=%2Fprofile%2F00754820%2Fdaytona-bolt-nut.html&heading=72206501&searchpos=58&what=screwdrivers,screwdrivers
118001,"Tri-State Bearing Company, Inc.",Distributor,http://www.tristate-bearing.com/index.html,"Evansville, IN 47711",tel://812-425-1336,"Distributor of industrial hand tools including screwdrivers. Types of screwdrivers include cabinet and electrical screwdrivers, mechanics and heavy duty screwdrivers, Phillips screwdrivers, square-blade screwdrivers and stubby screwdrivers.
Additional Screwdrivers details","Company Description by Thomasnet
Independently owned and operated distributor of a full line of bearings, mechanical power transmission, and motion control products. A full range of products is available for most industries including the aggregate, agricultural, automotive, chemical, construction, fabrication, food & beverage, forestry, HVAC, manufacturing, mining, paper & pulp, pharmaceutical, plastics, processing, utilities, oil, and more. Stocking inventory of a full line of products, including bearings, belts, sheaves, pulleys, chain & sprockets, couplings, bushings, clutches, brakes, electric drives and controls, seals, retaining rings, speed reducers & gearmotors, tools and lubricants. Services include walk-in counter sales service during operating hours, cut-to-length shafting (case hardened and ground), cut-to-length roller chain, and on-site gear box assembly. Shipping options include local delivery, UPS same day shipping, and drop shipping.
Company Description by Tri-State Bearing Company, Inc.
About Tri-State Bearing:

Tri-State Bearing Company, Inc., founded in 1950, is an independently owned and operated distributor of a full line of bearings, mechanical power transmission, and motion control products. We provide a full range of products to virtually every industry including the Aggregate, Agricultural, Automotive, Chemical, Construction, Fabrication, Food and Beverage, Forestry, HVAC, Manufacturing, Mining, Paper and Pulp, Pharmaceutical, Plastics, Processing, Utilities, Oil, and much more. We service Indiana, Southern Illinois, and Western Kentucky. Tri-State Bearing stocks a full line of reliable and trusted products in nine convenient locations to serve the needs of our valued customers.

We are committed to service and customer satisfaction. With the combination of our inside and outside sales team, we can help identify your problem, search for the product you need, and work together to find solutions. Our expert sales team is trained and has experience that will provide More... timely service, competitive prices, and knowledge of the product to meet your needs and increase your productivity. With nearly 40,000 square foot of warehouse storage space, our company has the ability to stock a wide range of products tailored to your needs, which results in local inventory for immediate service and less downtime. Our well-known company name, reputation, and relationship with manufacturers of the product you are looking for helps us better serve you.

 We have partnered with many suppliers for decades and are a well-respected and trusted distributor. The value added services we offer makes us a reliable source to do business with. In summary, Tri-State Bearing has the product you need and the service you are looking for.

 Services Offered by Tri-State Bearing:

 Distributor of Industrial MRO (Maintenance, Repair, Operation) products

 Distributor of OEM (Original Equipment Manufacturer) products

 Walk-in counter sales service during operating hours

 Local delivery from all branch locations

 Will stock product tailored to your needs for local inventory

 UPS same day shipping

 Drop ship service from manufacturer to your location

 Case Hardened and Ground Shafting cut to length

 Cold Rolled Shafting  Keyed and Non-keyed

 Gear Box assembly on-site

 Roller Chain cut to length

 Electronic repair of Drives, Controllers, Servo Motors, etc. Less","['Screwdrivers', 'Screwdrivers: Phillips']","['Actuators', 'Bearings', 'Belts', 'Blocks', 'Boards', 'Brakes', 'Buckets', 'Bushings', 'Carriers', 'Casters', 'Chains', 'Chisels', 'Clamps', 'Clutches', 'Collars', 'Controls and Controllers', 'Conveyor Parts', 'Conveyors', 'Couplers and Couplings', 'Crowbars', 'Cylinders', 'Drives', 'Ends', 'Files', 'Fittings', 'Fluid Power Products', 'Followers', 'Gearheads and Gearboxes']",https://www.thomasnet.com/products-services.html?cov=NA&what=screwdrivers&heading=72206501&cid=118001&search_position=59&product_family=152449,['Martin'],,Distributor,"Custom Manufacturer, Service Company, Finishing Service Company",['Not Available'],['https://www.facebook.com/TriStateBearing'],https://www.thomasnet.com/branches.html?what=screwdrivers&heading=72206501&cov=NA&cid=118001&bloc=NA&WTZO=copro+biz+det,Not Available,1950,Not Available,https://www.thomasnet.com/branchloc.html?cid=118001&cov=NA&goto=%2Fprofile%2F00118001%2Ftristate-bearing-company-inc.html&heading=72206501&searchpos=59&what=screwdrivers,screwdrivers
31237,"ASG, Division of Jergens, Inc.",Manufacturer,https://www.asg-jergens.com/index.html,"Cleveland, OH 44110-3898",tel://888-486-6163,"Manufacturer and distributor of torque controlling screwdrivers including low torque screwdrivers. Electric, and auto and non-auto shut-off pneumatic screwdrivers are available. Electric screwdrivers include brushless, brushed, inline, pistol grip, direct plug-in, ESD safe, cleanroom certified, shock absorbing clutch type and automatic reversing screwdrivers. Offered in different specifications and features. Used for fastener tightening and removal operations. Capabilities include repair, calibration, preventive maintenance, tool reconditioning and troubleshooting. Industries served include aerospace, electronics, medical, optical, telecommunications, tier automotive, appliance, construction and military. Meets ANAB standards.
Additional Screwdrivers details","Company Description by Thomasnet
Manufacturer and distributor of assembly products and solutions. Torque control screwdrivers, error-proofing products, workstation accessories, production aides, automation products and precision fastening equipment are available. Industrial products including pneumatic torque control and pulse tools, wrenches, nippers, riveters, drills, and motors; and precision fastening products including controllers, power supplies, cables, tracer arms and nut runners are offered. Automation products such as sequence recognition systems, robots, conveyors, grippers, actuators, slide assemblies, pick and place units, vacuum generators, and feeders are available. Dispensers, testers, screw presenters, balancers, positioners, sockets, bits, adapters, cords, chucks, blades, mounts, cables, and couplings are also offered. Capabilities include repairing, calibration, financing, preventive maintenance, tool reconditioning and troubleshooting. Electronics, medical, optical, tier automotive, telecommunications, appliance, energy, construction, and military markets are served. Meets ANAB standards.
Company Description by ASG, Division of Jergens, Inc.
ASG, Division of Jergens, Inc. is an ISO 9001:2015 certified manufacturer and distributor of products and solutions for the assembly industry since 1976. ASG has developed a first-class reputation unrivaled in the industry for the manufacturing and distributing of a wide selection of ASG brand products. ASG is also proud to be a long-time premier distributor in the U.S. for HIOS®. A Japanese manufacturer of electric torque control screwdrivers and torque testers. ASG is the exclusive master distributor of Fiam® air tools and accessories. Fiam Utensili Pneumatici spa (based in Vicenza, Italy) is Europe's best-kept secret in premium quality industrial air tools and manufacturing solutions.

ASG Assembly: reliable performance, high reliability, durability, and repeatability. Unsurpassed error-proofing, long life, and ease of use. The ASG Assembly product line focuses on light and general assembly tools and accessories. Key end markets served by ASG Assembly include electronics, medical, More... optical, telecommunications, tier automotive, appliance, and general industry.

 product line focuses on light and general assembly tools and accessories. Key end markets served by ASG Assembly include electronics, medical, optical, telecommunications, tier automotive, appliance, and general industry. The ASG Assembly product line includes electric and pneumatic precision screwdrivers, manual torque control screwdrivers, error-proofing and process control products for electric screwdrivers, dispensers for tape, labels, and screws and torque arms and work supports.

 ASG Industrial: durable performance, commanding pneumatic power and manual torque control, durability in tough working environments. ASG Industrial tools are specified to supply heavy industry end markets including tier automotive, appliance, fabrication, machinery, construction and electronics. 

 ASG Precision Fastening: controlled performance.

 Intuitive interface, a high feature to value ratio, proven reliability, excellent delivery, precision accuracy and quality control of final manufactured product. The ASG Precision Fastening product line features the X-PAQ controller and SD2500 and EH2-series screwdrivers and offers products and solutions for precision fastening requirements. Key end markets served by ASG Precision Fastening include aerospace, energy, tier automotive, electronics, medical, and military.

 ASG Automation: engineered performance custom engineered products for integration into assembly systems. Uniquely tailored solutions for complex applications. The ASG Automation product line provides custom solutions for complex applications. The focus is on assembly applications for all industry and products to meet the needs of machine builders. Less","['Screwdrivers', 'Screwdrivers: Automatic', 'Screwdrivers: Electric', 'Screwdrivers: ESD Safe', 'Screwdrivers: Low Torque', 'Screwdrivers: Phillips', 'Screwdrivers: Pneumatic', 'Screwdrivers: Pneumatic, Ergonomic', 'Screwdrivers: Tamperproof', 'Screwdrivers: Torque Controlling']","['Actuators', 'Adapters', 'Arms', 'Assemblies', 'Attachments', 'Automation Systems', 'Balancers', 'Bits', 'Blades', 'Boxes', 'Brackets', 'Brushes', 'Calibrators', 'Caps', 'Cases', 'Chargers', 'Chucks and Collets', 'Clamps', 'Clutches', 'Compensators']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=31237&search_position=60&product_family=152449,"['ASG', 'HIOS']",,Manufacturer,"Distributor, Custom Manufacturer","['Tim Haper, Product Manager']","['https://www.linkedin.com/company/2968831', 'https://www.twitter.com/ASGJergens', 'https://www.asg-jergens.com/blog/', 'https://www.youtube.com/user/ASGJergens', 'https://www.facebook.com/ASGJergens']",,$5 - 9.9 Mil,1976,200-499,https://www.thomasnet.com/profile/00031237/asg-division-of-jergens-inc.html?cid=31237&cov=NA&heading=72206501&searchpos=60&what=screwdrivers,screwdrivers
10250,"Bearing Distributors, Inc.",Distributor,https://www.bearingdistributors.com/,"Columbia, SC 29202",tel://800-934-2834,"Distributor of a large variety of industrial products including scrapers, screwdrivers, seals, sprockets, lift tables, ventilators and wipes. Additional products such as bearings, conveyors, power transmission components, motors, controls, and material handling equipment are available. Services offered include inventory management, plant surveys, repair, and onsite factory training. 24/7 emergency services available.
Additional Screwdrivers details","Company Description by Thomasnet
Distributor of a large variety of industrial products including bearings, conveyors, power transmission components, motors, controls, and material handling equipment. Inventory management services including machinery and storeroom surveys are available. Additional products offered include sealants, thread lockers, industrial paints, belting and belts, sensors, brakes and sprockets. Member of the Power Transmission Distributors Association (PTDA) and member/owner of the Independent Distributors Cooperative (IDC-USA). 24/7 emergency support available.","['Screwdrivers', 'Screwdrivers: Torx®']","['Adhesives', 'Balls', 'Batteries', 'Bearings', 'Belts', 'Blowers', 'Brakes', 'Buckets', 'Bushings', 'Calipers', 'Cannons', 'Casters', 'Chains', 'Cleaning Compounds and Chemicals', 'Cleaning Services', 'Clutches', 'Controls and Controllers', 'Conveyor Belt Idlers', 'Conveyors', 'Couplers and Couplings', 'COVID-19 Response', 'Crowbars', 'Crushers', 'Degreasers', 'Drivers', 'Drives', 'Elevators', 'Emergency Power & Lighting Supplies']",https://www.thomasnet.com/products-services.html?cov=NA&what=screwdrivers&heading=72206501&cid=10250&search_position=61&product_family=152435,"['Bondhus', 'Eklind', 'Wiha']",,Distributor,Service Company,['Not Available'],,https://www.thomasnet.com/branches.html?what=screwdrivers&heading=72206501&cov=NA&cid=10250&bloc=NA&WTZO=copro+biz+det,$10 - 24.9 Mil,1953,10-49,https://www.thomasnet.com/branchloc.html?cid=10250&cov=NA&goto=%2Fprofile%2F00010250%2Fbearing-distributors-inc.html&heading=72206501&searchpos=61&what=screwdrivers,screwdrivers
10033552,"Ruland Manufacturing Co., Inc.",Manufacturer,https://www.ruland.com/,"Marlborough, MA 01752",tel://800-225-4234,"Distributor of slip type preset torque screwdriver made from steel. Features include hexagon bits, torque right/ratchet left operation modes and knurled handles. Most items available in stock. RoHS 3 and REACH compliant.
Additional Screwdrivers details","Company Description by Thomasnet
Manufacturer of shaft collar and couplings for the packaging, printing, medical, semiconductor, food processing and agriculture industries. Types of collars include one-piece, two-piece, threaded, double-wide, heavy duty, mountable, quick clamping, set screw, thin line, hex, D-bore and washdown shaft collars. One-piece, two-piece, set screw, double wide, beam, bellows, disc, jaw and Oldham couplings available. Custom designs are also provided. Distributor of bases, blocks, brackets, bumpers, clamps, tube connectors, joints, knobs, plugs, clamping levers, index plungers, spiders, hand tools, screwdrivers, tubes and wrenches. Most items available in stock. RoHS 3 and REACH compliant.
Company Description by Ruland Manufacturing Co., Inc.
Established in 1937, Ruland focuses on the design and manufacture of high performing shaft collars and couplings. All products are carefully manufactured in Marlborough, Massachusetts under strict controls using proprietary processes.",['Screwdrivers'],"['Bases', 'Blocks', 'Brackets', 'Bumpers', 'Clamps', 'Collars', 'Connectors', 'Couplers and Couplings', 'Disks', 'Handles, Pulls and Levers', 'Hubs', 'Joints', 'Knobs', 'Mounts', 'Nuts', 'Plugs and Stoppers', 'Plungers', 'Screwdrivers', 'Spiders', 'Tools', 'Torque Wrenches', 'Tubes', 'Wrenches']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=10033552&search_position=62&product_family=153369,"['Bondhus', 'Seekonk']",,Manufacturer,Distributor,"['Ray Harrington, V.P.', 'April Young, V.P.', 'Robert Watkins, VP of Sales', 'Paul Dauderis, IT MGR', 'Robyn Oskin, Mgr.']",,,Not Available,1937,50-99,https://www.thomasnet.com/profile/10033552/ruland-manufacturing-co-inc.html?cid=10033552&cov=NA&heading=72206501&searchpos=62&what=screwdrivers,screwdrivers
10061000,Fastenal,Distributor,https://www.fastenal.com/home,"Winona, MN 55987",tel://877-507-7555,"Distributor of screwdrivers. Available in 0.088, 0.1 and 0.11 lbs. product weights. Calibration, custom manufacturing and packaging, testing, inspection and re-certification, design and engineering, repair, regrinding and third party logistics services are available.
Additional Screwdrivers details","Company Description by Thomasnet
Distributor of industrial supplies, with specialties in threaded fasteners and accessories. Nuts, bolts, screws, sockets, washers, anchors, pins, and studs offered in product line. Other products include power tools/equipment, cutting tools, hydraulic, and pneumatic equipment. Other products serve industries such as plumbing, electric, manufacturing, welding, and engineering. Customization of products are available. CAD layout design, mechanical testing, gag calibration, and tool repair also in offered services.","['Screwdrivers', 'Screwdrivers: Klein\x99', 'Screwdrivers: Pneumatic', 'Screwdrivers: Torx®']","['Abrasive Compounds / Media', 'Absorbers', 'Acetal', 'Adapters', 'Additives', 'Adhesives', 'Aerosols', 'Agents', 'Air Filtration Equipment & Supplies', 'Alarms', 'Aluminum', 'Anchors', 'Angles', 'Applicators', 'Aprons', 'Arbors', 'Arms', 'Arresters', 'Attachments', 'Backpacks', 'Backs and Backing', 'Bags', 'Ballasts', 'Balls', 'Bandanas', 'Bands']",https://www.thomasnet.com/products-services.html?cov=NA&what=screwdrivers&heading=72206501&cid=10061000&search_position=63&product_family=152428,"['American Saw', 'Channellock', 'DeWalt', 'Dorian', 'General', 'Irwin', 'Klein', 'Makita', 'Metabo', 'Porter Cable']",https://www.thomasnet.com/brands-carried.html?cov=NA&what=screwdrivers&heading=72206501&cid=10061000&search_position=63,Distributor,"Manufacturer, Custom Manufacturer, Service Company, Finishing Service Company","['David Hunt, Product Standards Development Manager, Quality Assurance', 'Jenny Kolstad, Quality Assurance']","['https://www.linkedin.com/company/10564', 'https://www.twitter.com/fastenalcompany', 'https://www.youtube.com/user/FastenalCompany', 'https://www.facebook.com/fastenalcompany']",https://www.thomasnet.com/branches.html?what=screwdrivers&heading=72206501&cov=NA&cid=10061000&bloc=NA&WTZO=copro+biz+det,$250 Mil. and over,Not Available,1000+,https://www.thomasnet.com/branchloc.html?cid=10061000&cov=NA&goto=%2Fprofile%2F10061000%2Ffastenal.html&heading=72206501&searchpos=63&what=screwdrivers,screwdrivers
10092151,ABB Electrification Canada ULC,Manufacturer,http://www.tnb-canada.com/en/,"Saint-Jean-sur-Richelieu, QC J2X2M9",tel://450-347-5318,"Distributor of voltage tester and screwdrivers with pocket clips. Available in 5 in. length. Serves the chemical, civil, food, mining, oil, gas, power generation, paper, OEM and wastewater industries.
Additional Screwdrivers details","Company Description by Thomasnet
Manufacturer and distributor of electrical supplies. Various products include covers, connectors, adapters, bars, benders, brushes, chains, clamps, dividers, fittings, hangers, guards, holders, monitoring systems, sockets, switches, buttons, washers, retainers, metal framing, cable trays, wire terminations, bridges, cases, couplings, ties, cables, wedges and conduits. Serves the chemical, civil, food, mining, oil, gas, power generation, paper, OEM and wastewater industries.",['Screwdrivers'],"['Adapters', 'Barriers', 'Bases', 'Batteries', 'Benders', 'Blocks', 'Bodies', 'Bolts', 'Boots', 'Boxes', 'Braces', 'Brackets', 'Braid', 'Breakers', 'Bridges', 'Brushes', 'Busbars', 'Bushings', 'Buttons', 'Caps', 'Cards', 'Cases', 'Chains', 'Channels', 'Clamps', 'Clips', 'Compounds', 'Conduits and Ducts']",https://www.thomasnet.com/products-services.html?cov=NA&what=screwdrivers&heading=72206501&cid=10092151&search_position=64&product_family=161425,"['ABB', 'Adaptaflex', 'Amerace', 'Black Beauty', 'Blackburn', 'Blackjack', 'BlueKote', 'Bullet', 'Carlon', 'Catamount', 'Chase', 'Color-Keyed', 'Deltec', 'Dragon Tooth', 'E-Clips', 'E-Z Code', 'Elastimold', 'Electroline', 'Electrotray', 'Emergi-Lite', 'Express Tray', 'Furse', 'Harnessflex', 'Hazlux', 'Homac', 'Iberville', 'Joslyn', 'Kindorf', 'Kopex', 'Lumacell']",https://www.thomasnet.com/brands-carried.html?cov=NA&what=screwdrivers&heading=72206501&cid=10092151&search_position=64,Manufacturer,Distributor,['Not Available'],,https://www.thomasnet.com/branches.html?what=screwdrivers&heading=72206501&cov=NA&cid=10092151&bloc=NA&WTZO=copro+biz+det,$250 Mil. and over,1925,10-49,https://www.thomasnet.com/branchloc.html?cid=10092151&cov=NA&goto=%2Fprofile%2F10092151%2Fabb-electrification-canada-ulc.html&heading=72206501&searchpos=64&what=screwdrivers,screwdrivers
1311498,Amtek Tool & Supply,Distributor,https://www.amtektool.com/,"Warren, MI 48089-3962",tel://800-334-1660,"Distributor of screwdrivers. Multi-bit, precision and specialty, ergonomic and ceramic slotted, insulated hex metric, dual material tamper proof, ratcheting and torque limiting screwdrivers are available in different specifications. Features vary depending upon the model and some include adjustable locking knob, dual grip, color coded and ergonomic handle.
Additional Screwdrivers details","Company Description by Thomasnet
Distributor of industrial supplies and cutting tools carrying over 500,000 items including abrasives, abrasive cords, abrasive tapes, bands, cartridge rolls, cutting tools, indexable cutting tools, metal and plastic fasteners, fluids and lubricants, hand tools, abrasive cut-off saws, arbor presses, band saws, bar pullers, benders, blast equipment, drill presses, cold saws, grinders, milling machines, phase converters, punches, sanders, scroll saws, tapping machines, machine accessories, lathes, material handling equipment, power tools, precision tools, safety equipment, shop supplies, tool holding and work holding products, and tooling components. Material handling equipment include bins, carts, chains and ropes, chairs, stools, containers, cranes, dock equipment, dollies, drum equipment, gates and barriers, guards, hoists, trolleys, hoppers, jacks, ladders, lift tables, loaders, lockers, machinery movers, pallet jacks, pumps, shelving, storage cabinets, storage racks, trucks, and tool boxes.","['Screwdrivers', 'Screwdrivers: Cordless', 'Screwdrivers: Insulated', 'Screwdrivers: Pneumatic']","['Abrasive Compounds / Media', 'Absorbers', 'Adapters', 'Adhesives', 'Aluminum', 'Anti-Seize', 'Arbors', 'Balancers', 'Bands', 'Barriers', 'Bars', 'Bases', 'Batteries', 'Belts', 'Benches', 'Benders', 'Bins', 'Bits', 'Blades', 'Blanks', 'Blocks', 'Bolts', 'Boring Machinery', 'Brass', 'Broaches', 'Bronze']",https://www.thomasnet.com/products-services.html?cov=NA&heading=72206501&what=screwdrivers&cid=1311498&search_position=65&product_family=152428,['Garr'],,Distributor,,['Not Available'],,,$5 - 9.9 Mil,1986,10-49,https://www.thomasnet.com/profile/01311498/amtek-tool-supply.html?cid=1311498&cov=NA&heading=72206501&searchpos=65&what=screwdrivers,screwdrivers
