company_id,company_name,company_type,annual_revenue,year_founded,num_employees,location,company_url,brands,description,url,telephone,searchterm
10029783,PennEngineering,Manufacturer*,,1942,,Locations,https://catalog.pemnet.com/viewitems/pemserter-installation-equipment/the-stickscrew-fastener-installation-system?&bc=100|1301|1506,Stickshooter,"ISO 9001:2008 and AS 9100 Rev B certified manufacturer of standard and custom screw drivers including small screw insertion systems. Small screw insertion robotic systems and air tools are available. Capabilities include 3D modeling, engineering, on-site training, prototyping, short run production, turning, milling, drilling, reaming, punching, grinding and testing. Automotive Industry Action Group (AIAG) and International Material Data System (IMDS) affiliated.",https://www.thomasnet.com/branchloc.html?cid=10029783&cov=NA&goto=%2Fprofile%2F10029783%2Fpennengineering.html&heading=72206501&searchpos=21&what=screwdrivers,tel://888-548-4748,screwdrivers
1082640,Metro Hydraulic,Distributor*,,,,"Newark, NJ",http://www.metrohydraulic.com/pdf/greenlee-hand-tools.pdf,,"Distributor of insulated screwdrivers. Available in a variety of sizes. Features include heavy duty construction, cushion grip handles, rust resistance, precision machined and black phosphate plated tips.",https://www.thomasnet.com/profile/01082640/metro-hydraulic.html?cid=1082640&cov=NA&heading=72206501&searchpos=22&what=screwdrivers,tel://800-633-8234,screwdrivers
1264232,Addison Building Materials,Distributor*,$1 - 4.9 Mil,1947,10-49,"Arlington Heights, IL",http://www.addisonbuilding.com/Catalog.html,"100 Plus, Bull Driver, Clip 'N Grip, Crescent, Dynagrip, Klein, Stanley, Workmaster, YANKEE","Distributor of screwdrivers. Types of screwdrivers include suspended ceiling lag, Phillips tip round-shank, clutch-head tip round-shank, keystone-tip square-shank, conduit fitting, pocket-clip, heavy duty keystone-tip round-shank square-recess tip round-shank, offset, cabinet-tip round-shank and reversible blade screwdrivers. Mechanic's round screwdrivers, electronic thin blade screwdrivers, electrician's round screwdrivers 4-in-1 screwdrivers and Phillips stubby screwdrivers are available. Screwdriver sets are available. JIT delivery available.",https://www.thomasnet.com/profile/01264232/addison-building-materials.html?cid=1264232&cov=NA&heading=72206501&searchpos=23&what=screwdrivers,tel://877-707-7738,screwdrivers
20048030,SC Fastening Systems,Distributor*,$1 - 4.9 Mil,1999,10-49,"Macedonia, OH",http://catalog.scfastening.com/viewitems/all-categories-tools-equipment-hand-tools/categories-tools-equipment-hand-tools-screwdrivers,Lutz,"Distributor of screwdrivers with interchangeable, combination, cabinet, round shank, Phillips and slotted drive styles. Available in various blade and handle lengths. Secondary services such as kitting, packaging, sourcing and supply chain management solutions are also offered. Serves the construction, military, hospitality and automotive industries.",https://www.thomasnet.com/profile/20048030/sc-fastening-systems.html?cid=20048030&cov=NA&heading=72206501&searchpos=24&what=screwdrivers,tel://800-232-2659,screwdrivers
118752,"Hanger Bolt & Stud Co., Inc.","Manufacturer*, Custom Manufacturer",$1 - 4.9 Mil,1967,10-49,"Greenfield, IN",http://catalog.hangerbolt.com/viewitems/dowel-screws/category-1066?,,"Manufacturer of standard and custom dowel screwdrivers. Available in 3/8-7 in. to 1/4-10 in. sizes. Capabilities include wire drawing, descaling, feeding, straightening and cutting. Used in reversible power drill. On-time delivery. Made in USA.",https://www.thomasnet.com/profile/00118752/hanger-bolt-stud-co-inc.html?cid=118752&cov=NA&heading=72206501&searchpos=25&what=screwdrivers,tel://877-830-7592,screwdrivers
30816047,"Dinkle Corporation, USA",Manufacturer*,$1 - 4.9 Mil,1983,1-9,"Missouri City, TX",https://www.dinkle.com/en/tool_List/Screwdriver,,"Manufacturer of tools including screwdrivers. Types include Philips, insulated, slotted, and multiple function screwdrivers. Available in various sizes and quantity per packaging. Features hardened steel alloy blade and three-section non-slippery ergonomic handle with resistances to chemicals and solvents. Serves the factory, process, and power automation, railway transportation, new energy, and equipment manufacturing industries. IEC 6090 standards compliant.",https://www.thomasnet.com/profile/30816047/dinkle-corporation-usa.html?cid=30816047&cov=NA&heading=72206501&searchpos=26&what=screwdrivers,tel://844-273-1850,screwdrivers
460945,Ampco Safety Tools,Manufacturer*,,1914,,"Garland, TX",http://ampcosafetytools.thomasnet.com/category/screwdrivers?plpver=10,,"Manufacturer of standard & custom screwdrivers including cabinet tip screwdrivers, offset screwdrivers, Phillips screwdrivers & standard screwdriver. Length of cabinet tip screwdriver range from 5-5/8 in. to 20-3/16 in. & weight ranges from 0.14 lbs. to 0.75 lbs. Length of offset screwdriver range from 5 in. to 7-1/4 in. & weight ranges from 0.08 lbs. to 0.42 lbs. Length of Phillips screwdriver range from 6-1/2 in. to 13 in. & weight ranges from 0.12 lbs. to 0.50 lbs. FM approved. Meet NFPA, MSHA & BIS standards. Lifetime warranty available. Made in the USA. Standard screwdrivers have been independently tested & found to pose no known hazard in an MRI environment using a static magnetic field of 3-Tesla or less & a maximum spatial gradient magnetic field of 720-Gauss/cm or less; these tools conform to ASTM F2503-05. Both standard & Phillips screwdrivers can be insulated.",https://www.thomasnet.com/profile/00460945/ampco-safety-tools.html?cid=460945&cov=NA&heading=72206501&searchpos=27&what=screwdrivers,tel://888-533-4105,screwdrivers
711200,Sturtevant Richmont,Manufacturer*,$10 - 24.9 Mil,1940,50-99,"Carol Stream, IL",https://www.srtorque.com/error-proofing-tools/torque-screwdrivers-and-kits/,Exactorq,"Manufacturer of low torque screwdrivers. Available in 2.54 cm to 7.8 in. length. Features vary depending upon model, including automatic clutch release, clockwise and counter clockwise operation, magnifying lens, anti-backlash design, long shafts and polished aluminum exteriors. Applications include high precision assembly operation and maintenance tool kits for electronic and electromechanical products. Meets SAE standards. One year warranty. Made in the USA.",https://www.thomasnet.com/profile/00711200/sturtevant-richmont.html?cid=711200&cov=NA&heading=72206501&searchpos=28&what=screwdrivers,tel://888-670-3915,screwdrivers
434341,"Longbehn & Co., Inc.",Distributor*,Under $1 Mil,1954,10-49,"Downers Grove, IL",https://www.longbehn.com/:quicksearch.htm?quicksearchbox=screwdriver&LoP=&HiP=,,"Distributor of promotional screwdriver sets and kits. Available in various sizes. Suitable for construction and hardware shop applications. Capabilities include imprinting, embroidery, color and pad printing, laser engraving and thermal transfers.",https://www.thomasnet.com/profile/00434341/longbehn-co-inc.html?cid=434341&cov=NA&heading=72206501&searchpos=29&what=screwdrivers,tel://877-771-9394,screwdrivers
10079531,DEPRAG USA,"Manufacturer*, Distributor, Custom Manufacturer",$10 - 24.9 Mil,1981,10-49,"Lewisville, TX",https://www.depragusa.com/technical-library.asp,"Micromat, Minimat","Manufacturer of electric screwdrivers. Available in straight handle, angle-head, and pistol grip design. Other manufactured industrial power tools include wrenches, grinders, drills, tappers, hammers, scalers, pliers, saws, metal shears, nibblers, air files, polishers, nibblers, and industrial vibrators. Custom manufactures assembly systems, feeders or feeding systems, and turbines. Controllers, modules, torque meters, transducers, flow sensors, air motors, spindles, stands, balancers, injectors, torque arms, couplers, hose connectors, clamps, nozzles, valves, hoses, and regulators are also available.",https://www.thomasnet.com/profile/10079531/deprag-usa.html?cid=10079531&cov=NA&heading=72206501&searchpos=30&what=screwdrivers,tel://800-433-7724,screwdrivers
433687,"Dixon Automatic Tool, Inc.","Manufacturer*, Custom Manufacturer, Service Company",$5 - 9.9 Mil,1946,50-99,"Rockford, IL",https://www.dixonautomatic.com/products/screwdrivers/,"Drive Perfect, Torque Perfect","Manufacturer of standard and custom automatic blow-fed, track-fed and pneumatic screwdrivers. Available in various features and specifications including stroke length, throat depth and torque range. Suitable for a variety of assembly application, including electrical assemblies, automotive components, robotic assembly, medical devices and test products, cell phone assembly, munitions, electrical box assemblies and many more. ISO 9001 certified. ITAR compliant.",https://www.thomasnet.com/profile/00433687/dixon-automatic-tool-inc.html?cid=433687&cov=NA&heading=72206501&searchpos=31&what=screwdrivers,tel://866-481-6377,screwdrivers
30096476,Staubli Corporation,"Manufacturer*, Custom Manufacturer",$250 Mil. and over,1979,1000+,"Duncan, SC",,,"Manufacturers of quick connector systems including all types of fluids, gases & electrical power connectors. These standard or specific products (single & multiple connectors, tool changers, quick mould change systems) combine performance, quality, safety, dependability & durability. Quick couplings: for pneumatic, hydraulic, all fluids, cooling, breathing air, alternative fuel, electrical. Multi-coupling systems: simultaneous connection of all fluid & electrical lines. Quick mold change systems: magnetic, bayonet or hydraulic systems. Tool changers for robots: from light duty to heavy payload application. Offers customized solutions for almost any industry.",https://www.thomasnet.com/profile/30096476/staubli-corporation.html?cid=30096476&cov=NA&heading=72206501&searchpos=32&what=screwdrivers,tel://864-433-1980,screwdrivers
107022,Visumatic Industrial Products,"Manufacturer*, Custom Manufacturer, Service Company",,1966,10-49,"Lexington, KY",http://www.visumatic.com/mb/machine_builder_systems.html,Visumatic,"Custom manufacturer of screwdrivers including automatic, self- feed & pneumatic screwdrivers. Applications include electronics, appliance & automotive industries.",https://www.thomasnet.com/profile/00107022/visumatic-industrial-products.html?cid=107022&cov=NA&heading=72206501&searchpos=33&what=screwdrivers,tel://859-255-7907,screwdrivers
30872674,SAE Manufacturing Specialties Corp,Manufacturer*,,,,"Bayville, NY",https://saemfg.com/cat-product.php?catsid=65,,Manufacturer of manual and electronic screwdrivers. Other services such as research and development for aerospace pyrotechnic devices are also offered. Serves the defense and aerospace industries. Some fasteners meet military specifications.,https://www.thomasnet.com/profile/30872674/sae-manufacturing-specialties-corp.html?cid=30872674&cov=NA&heading=72206501&searchpos=34&what=screwdrivers,tel://516-855-5540,screwdrivers
10074758,"American Electrical, Inc.","Manufacturer*, Distributor",$5 - 9.9 Mil,1997,1-9,"Richmond, VA",http://catalog.americanelectrical.com/category/screwdrivers,,"Distributor of Philips type screwdrivers for terminal blocks. Features include impact resistant, ergonomic handles, steel tips, insulated and non-insulated. RoHS compliant.",https://www.thomasnet.com/profile/10074758/american-electrical-inc.html?cid=10074758&cov=NA&heading=72206501&searchpos=35&what=screwdrivers,tel://866-732-4122,screwdrivers
1264066,"Toolsavings, LLC",Distributor*,,,10-49,"Chicago, IL",http://www.toolsavings.com/templates/pricelist.aspx?GroupGuid=191560,,"Distributor of screwdrivers. Types include industrial, slotted, ratchet offset, ergonomic, Torx®, insulated & phillips screwdrivers. Screwdrivers are available with round & hex shanks, handles, blades & cushion grips. Applications include terminals, plugs & sockets.",https://www.thomasnet.com/profile/01264066/toolsavings-llc.html?cid=1264066&cov=NA&heading=72206501&searchpos=36&what=screwdrivers,tel://877-231-9839,screwdrivers
1002438,Walden Gage,Distributor*,Under $1 Mil,1990,1-9,"Lancaster, NH",http://waldengage.com/wp-content/uploads/2015/07/Starrett%20Catalog.pdf#page=356,,Distributor of precision screwdrivers. Types include jewelers' and pocket screwdriver. Calibration services are also offered. Meets ASTM standard.,https://www.thomasnet.com/profile/01002438/walden-gage.html?cid=1002438&cov=NA&heading=72206501&searchpos=37&what=screwdrivers,tel://631-729-6216,screwdrivers
1130453,"Shop Supply & Tool Co., Inc",Distributor*,$1 - 4.9 Mil,1965,10-49,Locations,http://www.shopsupply.net/services1.html,General,"Distributor of chordless screwdrivers. Various types include Phillips, slotted and torx screwdrivers. Features include forward and reverse controlling motors, heavy-duty carrying cases, rechargeable batteries, screwdriver bits and adjustable handles.",https://www.thomasnet.com/branchloc.html?cid=1130453&cov=NA&goto=%2Fprofile%2F01130453%2Fshop-supply-tool-co-inc.html&heading=72206501&searchpos=38&what=screwdrivers,tel://888-900-5103,screwdrivers
124504,The Mechanical Supplies Co.,"Distributor*, Service Company",$5 - 9.9 Mil,1916,10-49,"Cincinnati, OH",https://www.mechanicalsupplies.cc/id4.html,"Bahco, J. H. Williams, Lenox, MRO, Michigan Drill, National, North American Tool, Quality Carbide, Regal, Royal, Scully Jones, Wiha","Stocking distributor of a full line of general line industrial supplies. Industrial supply line includes metric & standard fasteners, saw blades & band saw blades, boring tools, coolants, drills, cutting tools, deburring tools, degreasers, dowel rods & pins, drill bits, grinding wheels, hacksaw blades, hand tools, jaw & lathe chucks, lifting hooks, mats & threading tools, tool boxes, chests, & cabinets, tool holders, vending machines, & work benches. Services include band saw machine tune-up, band saw blade resharpening & welding, tool repair, deep hole drilling, regrinding & resharpening. Same day or next day delivery. Industries served include machine product manufacturers, automotive, aerospace, die & mould & general engineering. Capabilities include technical support & training.",https://www.thomasnet.com/profile/00124504/the-mechanical-supplies-co.html?cid=124504&cov=NA&heading=72206501&searchpos=39&what=screwdrivers,tel://513-351-4010,screwdrivers
30877347,"JLC Industrial, LLC","Manufacturer*, Custom Manufacturer, Manufacturers' Rep, Service Company",$1 - 4.9 Mil,2009,1-9,"Amelia, OH",,,"Manufacturer's representative for manufacturing and assembly solutions. Products include end effectors, assembly workstations, ergonomic articulating arms, electric fastening systems, pistol grip screwdrivers, torque testers, reaction arms and positioning systems.",https://www.thomasnet.com/profile/30877347/jlc-industrial-llc.html?cid=30877347&cov=NA&heading=72206501&searchpos=40&what=screwdrivers,tel://513-236-0462,screwdrivers
30790731,Tiger Tool Supply,Distributor*,,2014,1-9,"Glendale Heights, IL",https://www.tigertoolsupply.com/category/400/Screwdrivers.html,"Bahco, DeWalt, General, Grobet, Jet, Lenox, Stanley","Distributor of screwdrivers made from alloy steel, stainless steel and chrome materials. Types include hex drive, electronic, insulated, jewelers, offset, Phillips, posidrive, slotted, socket set, tamper resistant, cordless, non-sparking, TorxÂ®, tri-wing, Robertson, ratcheting and torque screwdrivers. Features of some screwdrivers include handling markings, hexagonal anti-roll, black points, oxide finishes, non-slip surface treatments, oil or solvent resistant, hardened and round blades.",https://www.thomasnet.com/profile/30790731/tiger-tool-supply.html?cid=30790731&cov=NA&heading=72206501&searchpos=41&what=screwdrivers,tel://866-753-0808,screwdrivers
489882,Lab Pro Inc.,Distributor*,,1979,10-49,"Sunnyvale, CA",https://labproinc.com/collections/screwdrivers,,"Distributor of slotted screwdrivers with plastic handle. Available in 2 or 4 mm head size and 110 or 120 mm length. 6 piece miniature jeweler's screwdriver sets are also offered. Serves the aerospace, agriculture, medical device or cleanroom manufacturing, communications, defense, electronics, janitorial, pharmaceutical and oil extraction industries.",https://www.thomasnet.com/profile/00489882/lab-pro-inc.html?cid=489882&cov=NA&heading=72206501&searchpos=42&what=screwdrivers,tel://888-850-1941,screwdrivers
459642,Penco Precision,"Manufacturers' Rep*, Distributor",Under $1 Mil,1960,1-9,"Northfield, IL",https://pencoprecision.com/collections/torque/products/rtd-adjustable-type-torque-screwdriver,,Distributor of RTD adjustable torque screwdrivers with hexagonal shaped lockers and rotary slip mechanisms. Counterclockwise tightening screwdrivers are also available.,https://www.thomasnet.com/profile/00459642/penco-precision.html?cid=459642&cov=NA&heading=72206501&searchpos=43&what=screwdrivers,tel://847-446-3606,screwdrivers
1317748,"United Electrical Distributors, UED",Distributor*,$1 - 4.9 Mil,1985,10-49,"Greenville, SC",https://cadweld.uedinc.com/item/cadweld-mold-materials-tools-accessories/ground-rod-specialty-tools/t305?,,"Distributor of electrical products including connectors, cable tools, weld metals, and mold accessories. Available in different types with various features and specifications. Works with a variety of metal materials. Serves the electric power system industry.",https://www.thomasnet.com/profile/01317748/united-electrical-distributors-ued.html?cid=1317748&cov=NA&heading=72206501&searchpos=44&what=screwdrivers,tel://800-476-5539,screwdrivers
